country,fossil_share_elec,renewables_share_elec,low_carbon_share_elec,oil_share_elec,solar_share_elec,electricity_demand_per_capita,per_capita_electricity,fossil_elec_per_capita,renewables_elec_per_capita,low_carbon_elec_per_capita,electricity_generation,net_elec_imports_share_demand,carbon_intensity_elec,greenhouse_gas_emissions,Cluster,PCA1,PCA2,PCA3,Period
United States Virgin Islands,1.0164065072046917,-0.9357882452155006,-1.0164064616309085,1.6440363218144678,-0.32272752834912005,0.9696586162610752,0.9714731590116592,1.9624692585671688,-0.28052105020964396,-0.33079437829634384,-0.21672699522688296,-0.021621147758988633,0.7259208474779437,-0.18672043222452592,0,1.9360153292504187,2.216726989745174,-0.6543311740891868,2007-2011
Uruguay,-1.2531309262533108,1.408445356585727,1.2531309501560064,-0.29918723476314246,-0.32272752834912005,-0.1786144094571276,-0.1925655999361347,-0.5354520882587619,0.25763524889436173,0.17894035607092976,-0.19874801448929194,0.0746256412369238,-1.1620072023365566,-0.1827016244258752,1,-2.299110396134402,-1.3466419691178781,-0.06749270836008442,2007-2011
Uzbekistan,0.6704956073448829,-0.5784925501869619,-0.6704955650740925,-0.8385088982854711,-0.32272752834912005,-0.40634515453075226,-0.3936789266801472,-0.25746292455382386,-0.2292955175512466,-0.28227421170919426,-0.1127682923673381,-0.02902649858032747,2.5077983632164513,0.0038179320336291663,2,1.6957185273985913,0.1588276805216293,0.22089894629620452,2007-2011
Vanuatu,1.0164065072046917,-0.9357882452155006,-1.0164064616309085,1.6440363218144678,-0.32272752834912005,-0.7037031714240686,-0.6899806060925862,-0.6630096027424088,-0.28052105020964396,-0.33079437829634384,-0.2185991107999763,-0.021621147758988633,0.7027927539247733,-0.18876085608113075,0,2.1547777315020915,-0.39604527066989165,-0.7830415937756274,2007-2011
Venezuela,-1.107379939736358,1.2578973395970299,1.107379965030783,-0.5542743474235728,-0.32272752834912005,0.036339732651512184,0.04792118175534561,-0.37895284703427246,0.44031769410923294,0.3519748217832224,0.02511364501934978,-0.030748037701155317,-1.0190037263000913,-0.09747946179342445,1,-2.3245550122800247,-0.8093371253310886,0.12423091520235323,2007-2011
Vietnam,-0.062896856629058,0.17903769893343574,0.06289689189691824,-0.8368107918212656,-0.3210591716242005,-0.561687951255643,-0.5568930862556828,-0.5552815746642021,-0.19668384653319534,-0.2513848557891094,-0.04819489842413947,0.07487157539704209,-0.21603837655477368,-0.06907896757311408,2,-0.22420811638198862,-1.067447957647757,0.2780739563088741,2007-2011
Yemen,1.0164065072046917,-0.9357882452155006,-1.0164064616309085,1.39936663473834,-0.32272752834912005,-0.6969593815357816,-0.6832848065449784,-0.6524287003176534,-0.28052105020964396,-0.33079437829634384,-0.20483551724367105,-0.021621147758988633,0.7877090930817229,-0.17338874391819575,0,2.122454333011168,-0.3741927978203059,-0.6888981381411922,2007-2011
Zambia,-1.9649054511132302,2.1436461660037063,1.9649054682194182,-0.8955327369157982,-0.32272752834912005,-0.6066522953920511,-0.5907403144573594,-0.7352666983012764,-0.0932989470960713,-0.15346000693031164,-0.19745546253459498,-0.07097193588938694,-1.8354684723872783,-0.18802327043026346,1,-3.2570543942195904,-2.626346674990921,0.32195302494300343,2007-2011
Zimbabwe,-1.0654810074943837,1.214619408423375,1.0654810331888882,-0.8892487261680195,-0.32272752834912005,-0.6085597997471861,-0.6155644734619544,-0.6771357996902685,-0.17286830784288318,-0.22882708343128058,-0.20190434297221316,0.29487334463172465,-0.8167461698740599,-0.1810610133519835,1,-1.6633364624609883,-1.9206000624104382,0.250080083087049,2007-2011
Afghanistan,-1.5224121407776914,1.6865892911671778,1.5224121621091065,-0.7431251396778069,0.8328875631118173,-0.7217988210112034,-0.7294205739718167,-0.7339791082474346,-0.2734553800808507,-0.32410186630266535,-0.2164101115218605,1.7309102315800586,-1.3767934519217029,-0.18836793662225754,1,1.5360259396933835,-2.9130334760583274,0.3601115467569495,2012-2016
Albania,-1.9678479259843549,2.146685485101799,1.967847943062446,-0.8980392234033829,-0.32272752834912005,-0.22861199556242714,-0.34037213182759063,-0.7354921989388783,0.2302333402823061,0.15298562018699086,-0.20618227299001662,0.5161685453751773,-1.8400361073304232,-0.18840240324145693,1,2.9213872420726585,-2.7835222749428037,0.2940654279977753,2012-2016
Algeria,0.9995812807103718,-0.9184092583239719,-0.9995812352972475,-0.8614638404587882,-0.30572617886660663,-0.43421017197342815,-0.42181465566267456,-0.2419897195431185,-0.278278417457847,-0.3286701853584858,-0.08469489781580739,-0.02586578918917793,0.6324579594165909,-0.04796471665155809,0,-1.5100826443067012,0.24295279137842962,0.0022033973670088913,2012-2016
American Samoa,1.0164065072046917,-0.9357882452155006,-1.0164064616309085,1.6440363218144678,-0.32272752834912005,-0.17052024130540994,-0.16059192681575266,0.17354619920054498,-0.28052105020964396,-0.33079437829634384,-0.21839063467825098,-0.021621147758988633,0.7744447005885903,-0.1885264830705748,0,-2.062729969102373,0.8571224575763601,-0.7174057609612884,2012-2016
Angola,-0.7443453879389104,0.8829144103039305,0.7443454166998362,0.14417616107830283,-0.25535769488570226,-0.6851308750338727,-0.6715404743821513,-0.6935283949634005,-0.23176351122655695,-0.2846118636192415,-0.19946100282559248,-0.021621147758988633,-0.7878318131724391,-0.1797443884985662,1,0.5156042583136675,-1.9230989168083155,0.021297924942343827,2012-2016
Antigua and Barbuda,0.9993544773734495,-0.9181749903204677,-0.9993544319624906,1.629510902149093,-0.09575156820173257,-0.025908131042474507,-0.017008909177708947,0.39377530222150703,-0.27507382334716957,-0.32563483497704315,-0.21801537765914542,-0.021621147758988633,0.6941961354718419,-0.18813356361170158,0,-1.9524402254323598,1.02852187566761,-0.7278743853464912,2012-2016
Argentina,0.17291892868154038,-0.21005063014959574,-0.17291889116195067,-0.521847631768774,-0.31883469599097447,-0.0801461655163844,-0.10982506845952109,-0.025792766981800656,-0.09026610554832372,-0.11438039873092701,0.07590259779407067,0.11175259074218472,-0.20950753076530856,0.019300337378002252,0,-0.1749424600999592,-0.10487496669856838,0.15670882588919968,2012-2016
Armenia,-0.7567360123455114,-0.035890864386668365,0.7567360409881232,-0.8980392234033829,-0.32272752834912005,-0.33443614584230585,-0.24371465153916919,-0.4194807857427234,-0.09518430511567946,0.026595258514362285,-0.20308848734361296,-0.4616884469365326,-0.9405560497836282,-0.1825155046821984,1,0.9109684458466463,-1.2402098809713746,0.07666807738526613,2012-2016
Aruba,0.5291016323003859,-0.43244494484452833,-0.5291015913797213,1.2289357218847543,-0.07175900958622293,0.9881518855055378,0.9898348259514809,1.5457573908723528,0.08376309763082077,0.014250887628865058,-0.21675618188392448,-0.021621147758988633,0.285548669719483,-0.18710645835955925,0,-0.5158343457486487,1.9657691615718114,-0.7825291107927028,2012-2016
Australia,0.5998045883315009,-0.5054749124632056,-0.5998045467357163,-0.8388088631998067,0.45782508223823803,1.3027157705250354,1.3021602029128203,2.035771475533651,0.08664942272688207,0.01698477768754867,0.3066773254991238,-0.021621147758988633,1.01280724694357,0.4452043508250596,0,-0.2069075698291591,2.659330947861354,0.3313648008992499,2012-2016
Austria,-1.3133293066796004,1.4706250166736876,1.3133293300074809,-0.7685357268278046,0.15180079155299592,0.8470711575139788,0.6882070277237224,-0.24024105533262743,1.1538743257685145,1.0278464982839484,-0.0847115759055454,0.21099157868620272,-1.2598673273613865,-0.1517574937086487,1,3.2601068798195163,-0.48577453869498805,-0.13106960823381922,2012-2016
Azerbaijan,0.8046557496433298,-0.7170682392071065,-0.804655706091487,-0.7983135997644865,-0.30993679345807024,-0.2874259616314424,-0.2672617850193279,-0.047510319082024396,-0.23761912207175814,-0.2901582230016481,-0.16857318063077004,-0.06857635499638311,0.7469549032999304,-0.13382106507727792,0,-1.2602751972187767,0.31107024983008813,-0.12301417839663524,2012-2016
Bahamas,1.0164065072046917,-0.9357882452155006,-1.0164064616309085,1.6440363218144678,-0.32272752834912005,0.19970198859683036,0.20699571760349705,0.754419173442334,-0.28052105020964396,-0.33079437829634384,-0.2146880987564094,-0.021621147758988633,0.724556048493871,-0.1845007819480842,0,-1.9020848447725578,1.379960014793014,-0.7634490536993288,2012-2016
Bahrain,1.0157678767559892,-0.9351285958372129,-1.0157678311883043,-0.8980392234033829,-0.3142268536078633,3.1693241891716646,3.160656650217918,5.420559729199822,-0.279439964605262,-0.32977038789746643,-0.16245232169691484,-0.02470898776936239,1.716932077600943,-0.10475191844449908,0,-0.4777041913349389,5.731827550267292,-0.6242287217115182,2012-2016
Bangladesh,0.9661874736029864,-0.8839163772817212,-0.9661874285087289,-0.5305008569246955,-0.2139665589960317,-0.677549657257966,-0.6662851180412968,-0.6274096414083612,-0.2790137438371125,-0.3293666770603059,-0.09930907394875185,0.0445260326402274,0.7883075049439702,-0.05574038594294404,0,-1.7053205814127306,-0.07328246634671493,-0.03983244333520777,2012-2016
Barbados,0.9934993701755325,-0.9121271768615852,-0.9934993248204824,1.5761222315484276,-0.017815475480491016,-0.025415663524551907,-0.01651994617050658,0.39259317763470636,-0.2734761569957387,-0.32412154592958603,-0.21652685815002667,-0.021621147758988633,0.6821794438250952,-0.18654120580468903,0,-1.927750162929513,1.0165652069646567,-0.713448320565341,2012-2016
Belarus,0.9880739956159947,-0.9065232396198685,-0.9880739503127499,-0.8623840718061573,-0.3133529524662388,-0.010429930836312076,-0.09137328844899992,0.2732217979697384,-0.27258872791880295,-0.32328098450615794,-0.15003965340938966,0.2549044892762083,0.11296055108981078,-0.1312981085518814,0,-1.1956423627477635,0.5926557752839907,-0.1392177104495937,2012-2016
Belgium,-0.8989357360869693,-0.42804317235763517,0.8989357633717615,-0.7708693521783145,1.1125359284316647,0.7951660288392571,0.579786851177224,0.005355520371916711,-0.003924646599826394,0.7050974606182239,-0.05718855831536951,0.304127755990249,-1.1672588519184648,-0.13838444545927925,1,1.6508170520087913,-0.03126453999370418,-0.03366719349064189,2012-2016
Belize,-1.757583327130721,1.9295005510111025,1.7575833462165615,-0.7605485254647302,-0.32272752834912005,-0.4198270403785476,-0.5363731828158469,-0.7133093156904419,-0.04102981548397429,-0.10395135681832782,-0.21794866530019333,0.8697535525807636,-1.4323827643883564,-0.18873328278577123,1,2.186270732429614,-2.782445228650869,0.30260096995870855,2012-2016
Benin,1.0164065072046917,-0.9357882452155006,-1.0164064616309085,1.1444676356682557,-0.32272752834912005,-0.7266234894010755,-0.7319453714722641,-0.7293235783330853,-0.28052105020964396,-0.33079437829634384,-0.21825720996034675,1.880069299691786,0.6118947188654409,-0.18840240324145693,0,-2.283735983620153,-0.0639259388531696,-0.5419106063762835,2012-2016
Bermuda,0.972102265889567,-0.8900258402152101,-0.972102220738831,1.6062966682701636,-0.32272752834912005,1.2829574173059606,1.2825424546233102,2.4067054546851177,-0.24184345108530875,-0.29415945318549486,-0.21731489789014838,-0.021621147758988633,0.6770061288594326,-0.1873890846369944,0,-1.3752486593062152,2.8923006542536185,-0.913678982253251,2012-2016
Bhutan,-1.9678479259843549,2.146685485101799,1.967847943062446,-0.8980392234033829,-0.32272752834912005,-0.2064340283267227,1.1725166718398454,-0.7354921989388783,2.184114017208182,2.00367630149346,-0.20328028537560025,-5.8004681838104934,-1.8393278654907597,-0.18828521673617896,1,5.416482105502432,-1.120398599938367,-0.2572073748999306,2012-2016
Bolivia,0.14978498831545894,-0.04064403887881763,-0.1497849510167678,-0.8738793374216323,-0.30461394104999356,-0.6037096042135279,-0.5906986158195916,-0.5721982595606463,-0.22651768323245397,-0.279643082721271,-0.20128308412947177,-0.021621147758988633,0.2009125585196181,-0.17357486366187255,0,-0.4868428062256229,-0.873602954585557,0.020160952764082304,2012-2016
Bosnia and Herzegovina,-0.012319712495370094,0.1267959341520181,0.01231974824617522,-0.890992589992039,-0.3042167132583461,-0.0034014062948054466,0.13854237634664357,0.16775303325911314,0.11054253183291977,0.039616023746829,-0.18443404397163188,-0.42861485673692457,0.7201927296116553,-0.15170924044176953,0,0.10180680149064425,0.14954050568303046,-0.10905834107437473,2012-2016
Botswana,1.0164065072046917,-0.9357882452155006,-1.0164064616309085,-0.621629181069665,-0.32272752834912005,-0.40996565251965755,-0.5829539001290406,-0.4938828054732388,-0.28052105020964396,-0.33079437829634384,-0.21486738822109314,1.250168154920733,1.4453193131564805,-0.18348746334362165,0,-1.9895701927479104,0.29430482926016244,-0.2444096311053492,2012-2016
Brazil,-1.3759568702145057,1.452160999029087,1.3759568929443753,-0.7894417561116762,-0.32042360715756446,-0.17445283537710204,-0.19986684549180703,-0.5670417237096309,0.25536076474002434,0.19446289387568788,0.9795965512040908,0.11944941908662665,-1.267085418083068,0.1398714646613636,1,2.1808636662850343,-1.7029349776947893,1.1366947737854955,2012-2016
British Virgin Islands,1.0164065072046917,-0.9357882452155006,-1.0164064616309085,1.6440363218144678,-0.32272752834912005,0.6043267068939534,0.6087410344957769,1.3892691218937239,-0.28052105020964396,-0.33079437829634384,-0.2182905661398228,-0.021621147758988633,0.6917798759686788,-0.18842997653681645,0,-1.7339095095003074,1.9547650089713486,-0.8251126445189457,2012-2016
Brunei,1.0164065072046917,-0.9357882452155006,-1.0164064616309085,-0.8729286011677209,-0.32272752834912005,1.2044131473046054,1.2045571234884094,2.3307955006191365,-0.28052105020964396,-0.33079437829634384,-0.20983894416507862,-0.021621147758988633,1.7119768074433863,-0.17562907416615714,0,-1.2504497978142601,2.871473358303026,-0.429599761325971,2012-2016
Bulgaria,-0.4436280372153165,-0.46179625970460964,0.44362806884769634,-0.8858016717287039,0.7536803414573038,0.22901269073497685,0.44672152761247175,0.2188386108327903,-0.04520960153612598,0.3770600337739255,-0.12297111376457495,-0.5146326064064366,0.05655478195280356,-0.11076289683287546,0,0.6604633203632374,0.2218169687041373,-0.03530878626893598,2012-2016
Burkina Faso,0.5949402536054025,-0.5004504802827886,-0.5949402120560661,1.2850189925633504,0.2366486478489042,-0.7354609636512732,-0.7269828162120786,-0.7234230282805274,-0.2789344093437078,-0.3292915324471347,-0.2169396408710428,0.8514678923423409,0.3442576380887833,-0.18722364486483725,0,-1.6846625536649527,-0.47500219429626384,-0.47266935083979694,2012-2016
Burundi,-1.6323580426052424,1.800153788339528,1.6323580628868188,-0.6122590906099921,0.11867199372959356,-0.744841310064085,-0.732718674417076,-0.734924939823656,-0.2769418346029326,-0.3274041912455413,-0.2183614480212094,0.8346806087461202,-1.6634505005521358,-0.18885046929104918,1,1.784877936546988,-3.076982842114623,0.3579465853898016,2012-2016
Cambodia,-0.4438608090611053,0.5725401303982814,0.4438608406912624,-0.3084607263520972,-0.12252472135877476,-0.6848460639520789,-0.6945805842986221,-0.7020580270309016,-0.2545484365349744,-0.3061934522190615,-0.21176109400738602,0.8820001628873936,-0.3053737571560109,-0.18401135595545265,1,0.03828506904347896,-1.6125610362996934,0.03639179468604663,2012-2016
Cameroon,-0.9445232068083653,1.0896805831861542,0.9445232336578572,-0.4350154152952227,-0.2899959583173652,-0.6876782394122944,-0.6787090734977538,-0.7038839166658093,-0.2325583262253365,-0.2853647021773863,-0.20465622777898732,0.1507240464483326,-0.8651141613255785,-0.1825637579490776,1,0.8704312616388593,-2.175529659839912,0.16797774693684744,2012-2016
Canada,-1.3394236274434053,1.021958635331083,1.3394236505221193,-0.8765485167441112,-0.18512782132242242,2.496240091461518,2.773582917448244,0.43223224451320597,2.5981371682494006,3.0582778494896474,1.14656090757146,-0.22420713498825934,-1.1808018572219556,0.23271075013688303,2,5.503381844685254,2.639073941372374,0.2523601312898779,2012-2016
Cape Verde,0.4062339087771264,-0.30553333641990443,-0.40623386902968656,1.124273387537045,0.6262496658967824,-0.603036956331905,-0.5900307546530845,-0.5522390848065933,-0.2419672795379546,-0.29427674190537356,-0.21784442723933065,-0.021621147758988633,0.16045232544208748,-0.18814045693554143,0,-1.2203185725955243,-0.49666153592687007,-0.42313335159750926,2012-2016
Cayman Islands,1.0164065072046917,-0.9357882452155006,-1.0164064616309085,1.6440363218144678,-0.32272752834912005,1.2769366035154135,1.276564486311309,2.4445836859547123,-0.28052105020964396,-0.33079437829634384,-0.217402457861273,-0.021621147758988633,0.7226719798371599,-0.18745801787539323,0,-1.4823865257720732,2.93502995170129,-0.920164214730695,2012-2016
Chad,0.8919272862875103,-0.8072121009765055,-0.8919272419023395,1.5380012666723406,-0.32272752834912005,-0.7459121508173424,-0.7318892168008387,-0.7294955368091932,-0.2803079398255692,-0.33059252287776364,-0.21812378524244255,-0.021621147758988633,0.6064960909314017,-0.1882714300884992,0,-2.0740553726548714,-0.13377445002928262,-0.5873716469442203,2012-2016
Chile,0.010647109622452841,0.10307321632349613,-0.010647073652344852,-0.6895381871846147,0.1596659018276167,0.0033725346660074423,0.012063388662565209,0.04755471799355909,0.0454317967553373,-0.022056028228567802,-0.0732078635087426,-0.021621147758988633,0.14964134082683228,-0.06476374684934846,0,0.11510472043630762,-0.06679849921361364,0.023106204708027624,2012-2016
China,0.27653224260186404,-0.2501412834861026,-0.27653220409290397,-0.8810937478189607,-0.13237597059163303,0.025261372605475167,0.035400890683517525,0.1794490876005812,-0.05790865772470331,-0.0956093764720382,11.523222203670176,-0.026371320518309916,0.8513709088884894,13.175463938773271,2,-0.13419871765929292,4.0732214203346,16.753849920947868,2012-2016
Colombia,-1.0436780446055045,1.192098855349677,1.0436780705081987,-0.8109934725840331,-0.3171663392660549,-0.45690598101369295,-0.44252597823584916,-0.5905769512497739,-0.02013358034189229,-0.08415871128549775,-0.06812938518351395,-0.041004403045346624,-0.9769331919360276,-0.1292232180760772,1,1.3978427958991406,-1.943705728288073,0.3048688103369842,2012-2016
Comoros,1.0164065072046917,-0.9357882452155006,-1.0164064616309085,1.6440363218144678,-0.32272752834912005,-0.734909684345496,-0.7209650463795872,-0.7119721406785313,-0.28052105020964396,-0.33079437829634384,-0.2186032803224108,-0.021621147758988633,0.6489542605098768,-0.18876774940497063,0,-2.240854679630908,0.008360631679624843,-0.6342873897611969,2012-2016
Congo,-0.45412664431127564,0.5831438400305731,0.4541266758434076,-0.8227022725453066,-0.32272752834912005,-0.6664773350692915,-0.6534256982848736,-0.6668819061667308,-0.23014599900123542,-0.2830797768149379,-0.21420860367644118,-0.00653263160210329,-0.04502421841028357,-0.185265940894311,1,0.1940208489874868,-1.5420322806262807,0.12046900202009632,2012-2016
Cook Islands,1.0164065072046917,-0.9357882452155006,-1.0164064616309085,1.6440363218144678,-0.32272752834912005,-0.4282156113981224,-0.41645347812005956,-0.23077386584152096,-0.28052105020964396,-0.33079437829634384,-0.21865748411405933,-0.021621147758988633,0.7566312473396698,-0.18882289599568966,0,-2.1571172524830526,0.4799942703002635,-0.680731281646079,2012-2016
Costa Rica,-1.7709885980446063,1.943347023007688,1.7709886170024443,-0.730348667987542,-0.23954802877813136,-0.33617248840549735,-0.327716424524467,-0.6934469125474204,0.21221524687594046,0.1359191135390337,-0.19699681506679928,-0.006992619568250412,-1.6537022824830578,-0.18641712597557114,1,2.6184728490015807,-2.5827253651604725,0.24275429021803688,2012-2016
Cote d'Ivoire,0.3914081327530432,-0.2902196069276881,-0.3914080931471699,-0.7917702973110957,-0.32272752834912005,-0.6879602990654167,-0.6672332593144386,-0.6494347161808156,-0.26223756111687935,-0.31347649226300367,-0.20127891460703723,-0.28302183394691227,-0.10716618114721288,-0.17577383396679463,0,-0.7001170423057416,-0.8575399819389651,-0.012690100068029227,2012-2016
Croatia,-0.9150029619552592,1.0591887530458555,0.9150029890866305,-0.8470197672108604,-0.206737013188047,0.047853276999101385,-0.18814379898483782,-0.4356929085566207,0.18181479822656538,0.10712419904535371,-0.1929607173501972,0.6792684368965712,-0.8170312432713247,-0.17724900526852921,1,1.4885686085922607,-1.3381608578029802,0.06141907457846171,2012-2016
Cuba,0.8860303995275286,-0.8011211328853985,-0.8860303551986654,1.2039623717285342,-0.1315020694500085,-0.4191762510691488,-0.40747844393245386,-0.239294024603853,-0.26196653018233873,-0.3132197752429606,-0.17783785948024294,-0.021621147758988633,0.6616759637028337,-0.14542252909979791,0,-1.8628135050506043,0.3306537557451203,-0.5147934152676827,2012-2016
Cyprus,0.7899195012522421,-0.7018469839267997,-0.7899194578411112,1.451108040385704,0.42112123429000803,-0.010429357622005487,-0.001640286224862672,0.3367782623070394,-0.20864282313320498,-0.262712244822109,-0.20922185484477165,-0.021621147758988633,0.5304848632521857,-0.17930321577281377,0,-1.5671975391441455,0.8172766721595239,-0.6504223422170357,2012-2016
Czechia,-0.30995731264391285,-0.6041448965706625,0.3099573455526717,-0.8137490824750493,0.684562705710637,0.5149737932849487,0.7862164696690565,0.599906088591468,-0.06930876471552175,0.4973674877452722,-0.04278285830415034,-0.5051641412418835,0.2760193040318748,-0.02966983518051349,0,0.5995928927373761,0.8622215930312698,-0.02758502736247806,2012-2016
Democratic Republic of Congo,-1.9643742538241227,2.14309748567971,1.964374270935383,-0.895649672390878,-0.32272752834912005,-0.726280936531466,-0.7143833394650715,-0.7354526868622551,-0.2528305188884137,-0.3045662626893795,-0.20075355478028944,0.16955622704257373,-1.8209563790477596,-0.188050843725623,1,2.342046927571183,-3.3900134209446358,0.47925879297173146,2012-2016
Denmark,-0.6373180869470184,0.7723645724398308,0.6373181167299139,-0.8225039906527796,0.3303944066777167,0.4435507174713299,0.314258311129375,0.0109518454217647,0.46562823963048017,0.37594864540926587,-0.15350869607489886,0.2382629444415391,-0.3371638826045446,-0.1458981684447497,1,1.4908547884882388,-0.26718442432977385,-0.08384850769378964,2012-2016
Djibouti,1.0164065072046917,-0.9357882452155006,-1.0164064616309085,1.6440363218144678,-0.32272752834912005,-0.6615989373917498,-0.6895933665138241,-0.6623976751945853,-0.28052105020964396,-0.33079437829634384,-0.21822385378087072,0.9979626737194535,0.771029472834955,-0.18834725665073787,0,-2.350673334887627,0.09901813639483878,-0.6485030510991919,2012-2016
Dominica,0.3897130762349919,-0.2884687618488678,-0.38971303664530416,1.1102004573187192,-0.32272752834912005,-0.3317550314590165,-0.3206793335785675,-0.2176318733515803,-0.16757039055508707,-0.22380896422336508,-0.2184031432455545,-0.021621147758988633,0.19132827784330148,-0.18861609628049325,0,-1.0441434822133187,-0.10528605953332651,-0.4873252129563042,2012-2016
Dominican Republic,0.6925671531327492,-0.6012905258963887,-0.6925671106512045,0.4556465093316652,-0.26195167622705096,-0.4203529836119742,-0.40864680257921276,-0.27455990203661973,-0.23465341348013435,-0.28734914191557887,-0.18174470200137535,-0.021621147758988633,0.4420281224702805,-0.1528948921422291,0,-1.3877123168938619,0.03986498345113981,-0.3427340368571377,2012-2016
Ecuador,-0.5333526310035784,0.6649773526230367,0.5333526617792067,0.05515775963586413,-0.29214098839226177,-0.4511496865184871,-0.44354901769912203,-0.5141485435774801,-0.08391821902631984,-0.14457470178983928,-0.16740571434910828,0.012117375540198396,-0.5605960126177869,-0.16011909552642453,1,0.45482511896973676,-1.344051677512811,-0.041099899605541425,2012-2016
Egypt,0.7553200553538483,-0.6661087834975008,-0.7553200122730963,-0.4599582605449002,-0.27895302570956443,-0.40348622906956316,-0.3909307625914014,-0.23809583137284135,-0.24157452724355152,-0.2939047319766725,0.14368652401183915,-0.02805642494874987,0.4503937749412919,0.16516306982988754,0,-1.2336490346016493,0.13499110196517766,0.25739270769636524,2012-2016
El Salvador,-0.7649128694924492,0.9041588192532772,0.7649128980569829,0.12665617642066143,-0.19354905050534965,-0.5435899705969949,-0.546538316614216,-0.6149518853651932,-0.13454337724790782,-0.19252620142172436,-0.20580701597091106,0.1465431657263221,-0.7340135090916264,-0.18254307797755795,1,0.6467657112562071,-1.7375631475638047,-0.021869466752872234,2012-2016
Equatorial Guinea,0.12820882876350212,-0.018357753808623527,-0.12820879167083485,-0.8704424512844978,-0.32272752834912005,-0.5992151454785304,-0.5862361406738568,-0.5737938519477399,-0.21945029802813928,-0.27294894623008725,-0.21656021432950273,-0.021621147758988633,0.5659324884633616,-0.18674111219604556,0,-0.5779779048462459,-0.7922821833466533,-0.007870026290082363,2012-2016
Eritrea,1.0164065072046917,-0.9357882452155006,-1.0164064616309085,1.6440363218144678,-0.32272752834912005,-0.7338653260932024,-0.7199281200178402,-0.7103335586724107,-0.28052105020964396,-0.33079437829634384,-0.21814046333218062,-0.021621147758988633,0.7378648575219884,-0.18825764344081944,0,-2.269827090798889,0.03357305661393116,-0.6361140874746575,2012-2016
Estonia,0.6514202530079385,-0.5587893781027737,-0.6514202109192926,1.3145782470031437,-0.3162129925661009,0.656336619143917,0.9927339246908552,1.6664833932188785,-0.011159864194450541,-0.07565892261012723,-0.19369872282110484,-0.5615377159445478,0.4524700460584817,-0.16439295630715084,0,-0.8395226954370827,1.9860682874533364,-0.7468294972781826,2012-2016
Eswatini,-1.776127484178558,1.948655042771294,1.776127503087326,-0.8615401027251449,-0.32272752834912005,-0.5076858135760325,-0.6568943495734151,-0.7274928321303376,-0.18508954399119543,-0.2404028813399393,-0.21774435870090247,1.5079162633972707,-1.2115526357518493,-0.18860920295665334,1,1.9338167376368958,-2.9189675475649315,0.3677997771744756,2012-2016
Ethiopia,-1.9655858611239978,2.144348970014218,1.9655858782236884,-0.8961123301401077,-0.2688634398017177,-0.7328988103437419,-0.7174767030137015,-0.7354733122861676,-0.25680885707003626,-0.3083344935167597,-0.19846865648618,-0.21994883054917458,-1.836898684813783,-0.18807841702098252,1,2.3787543943766156,-3.3991919204682164,0.48527984194989654,2012-2016
Falkland Islands,-0.4757207093898316,0.605448619943149,0.47572074071576875,0.3729985492055424,-0.32272752834912005,0.38760484829240893,0.3935614178678413,0.156871863035073,0.4487900691806875,0.35999974663070267,-0.2186783317262319,-0.021621147758988633,0.08365209858687192,-0.18885736261488908,1,0.9015988521865576,0.13090171088024002,-0.4349137344949628,2012-2016
Faroe Islands,-0.3876076129954918,0.5144355005818004,0.38760764516279267,0.44805587175364464,-0.32272752834912005,0.4416206284725159,0.4471928094866441,0.2489625820756889,0.44279053899816095,0.3543170687004988,-0.218086259540532,-0.021621147758988633,-0.49274854406874297,-0.1885195897467349,1,0.9968960210673068,0.13760629478432185,-0.4562391466666387,2012-2016
Fiji,-0.6630781712143063,0.7989724856799297,0.6630782007512269,0.21340196232567527,-0.23907135542815436,-0.5607546055073896,-0.5480492946413612,-0.605173875532335,-0.14448616006710452,-0.20194387760177263,-0.21683123328774562,-0.021621147758988633,-0.6923927930909525,-0.18792676389650514,1,0.5061254681444154,-1.6431378494059157,-0.06569677592427166,2012-2016
Finland,-1.2032341921303902,0.32093629463486223,1.2032342165095335,-0.727313429786552,-0.3158157647744534,2.2858268002324214,1.6776224776138104,0.2438351856317127,0.9888926359863902,1.8634497232549463,-0.07398339468156076,0.4321592580132978,-1.0628783795578935,-0.13712296719658099,1,3.562978660696906,1.3767887871658757,-0.45572936083686744,2012-2016
France,-1.707716435552132,-0.42670537875867753,1.7077164551141357,-0.8455860366033576,0.1308271641540074,0.8000788575894806,0.9617032326846193,-0.5017177085091282,0.08143456409648003,1.5648230811156736,0.9668836773012812,-0.25721241014339,-1.665801346612867,-0.05804964942930422,1,3.0105527058577057,-0.220205644094028,0.6907177200794482,2012-2016
French Guiana,-0.7849730277923461,0.9248792076684701,0.7849730561653316,0.10956834460570697,1.7440486715928771,-0.048154922209255116,-0.039097387125246616,-0.30004219357715667,0.26344210259259715,0.18444053330997306,-0.21679787710826956,-0.021621147758988633,-0.8420329070274827,-0.18803016375410336,1,1.2766104115875214,-1.0451467487560728,-0.16755142801189954,2012-2016
French Polynesia,0.15769923107227615,-0.04881875921161909,-0.15769919369801458,0.9125642519802118,1.0728131492669135,-0.2964592458887664,-0.2856347208357802,-0.22872631285718112,-0.11324331532377022,-0.17235105634773085,-0.2172857112331068,-0.021621147758988633,-0.0219138914711068,-0.18776821744818786,0,-0.6124251959501247,-0.32802960536354414,-0.4002203706894414,2012-2016
