country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_demand_per_capita,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Peru,2002,PER,27334510.0,137911091200.0,,0.173,6.324,0.173,6.951,0.19,0.864,0.116,139.154,36.939,2.455,332.913,9.1,28.535,0.78,15.789,0.024,6.36,0.174,3.547,6.084,21.99,804.478,21.99,19.196,2.397,3.501,5472.09,1.085,2.502,2.347,137.555,3.76,3517.558,96.151,17.099,64.282,19.459,0.693,4.254,40.242,1.1,155.637,19.459,0.693,155.637,4.254,5.002,2.844,3.06,2.414,0.908,52.656,659.972,18.04,1926.359,82.037,35.203,3.494,1.154,53.426,666.922,18.23,1954.532,82.901,35.718,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.958,-0.8,82.796,68.778,1.88,3029.009,-2.775,-1.626,2083.814,56.96,8.549,55.354,0.594,0.19,0.0,14.11,0.073,6.951,0.0,21.722,0.864,0.0,0.397,804.478,149.577,3.494,1.154,53.426,666.922,18.23,1954.532,82.901,35.718,,,,0.0,0.0,,0.0,,0.0,-0.0,0.004,0.0,0.0,0.128,0.0,0.002
Paraguay,2002,PRY,5286515.0,31664873472.0,,,,,0.0,0.0,0.0,,23.854,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,6.43,1216.302,48.21,,4.199,4.656,21856.117,3.649,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,1.15,,,,9119.429,48.21,,100.0,,,,,9119.429,48.21,,100.0,,-41.78,-649.767,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,9119.429,115.543,,,,9119.429,48.21,,100.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Mauritius,2002,MUS,1233974.0,17186721792.0,,,,,364.675,0.45,22.959,,581.633,,,,,413.299,0.51,,0.0,0.0,0.0,26.02,,1.96,1588.364,1.96,,-1.764,-0.289,13056.474,0.937,,,1150.754,1.42,,,72.449,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,1.14,,,,72.935,0.09,,4.592,,,,,437.611,0.54,,27.551,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,737.455,0.91,,,0.0,0.0,0.0,46.429,,,0.45,0.0,,,364.675,0.0,,22.959,0.0,,1588.364,16.111,,,,437.611,0.54,,27.551,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Mauritania,2002,MRT,2821709.0,5178323968.0,,,,,0.0,0.0,0.0,,622.642,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.53,187.829,0.53,,7.371,0.388,2004.115,1.092,,,177.198,0.5,,,94.34,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.33,,,,10.632,0.03,,5.66,,,,,10.632,0.03,,5.66,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,177.198,0.5,,,0.0,0.0,0.0,94.34,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,187.829,5.655,,,,10.632,0.03,,5.66,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Martinique,2002,MTQ,425469.0,,,,,,0.0,0.0,0.0,,651.852,,,,,,,,0.0,0.0,0.0,,,1.35,3172.969,1.35,,4.287,0.405,23145.516,,,,3149.466,1.34,,,99.259,,,,,,,,,0.0,0.0,0.0,,,0.88,,,,,,,,,,,,23.503,0.01,,0.741,,0.0,0.0,,,,,,,,,,,,3149.466,1.34,,,0.0,0.0,0.0,99.259,,,0.01,0.01,,,23.503,23.503,,0.741,0.741,,3172.969,9.848,,,,23.503,0.01,,0.741,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Malta,2002,MLT,404708.0,8259627008.0,,,,,0.0,0.0,0.0,,658.537,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,2.05,5065.38,2.05,,-2.43,-0.496,49170.387,2.409,,,5065.38,2.05,,,100.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,1.35,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,5065.38,2.05,,,0.0,0.0,0.0,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,5065.38,19.9,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Mali,2002,MLI,11952660.0,14544531456.0,,,,,4.183,0.05,4.505,,504.505,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.91,76.134,1.11,,-3.167,-0.141,360.909,0.297,,,68.604,0.82,,,73.874,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.56,,,,20.079,0.24,,21.622,,,,,24.262,0.29,,26.126,,-0.2,-21.978,,,,0.0,0.0,,0.0,,,,,68.604,0.82,,,0.0,0.0,0.0,73.874,,,0.05,0.0,,,4.183,0.0,,4.505,0.0,,92.866,4.314,,,,24.262,0.29,,26.126,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Maldives,2002,MDV,292293.0,,,,,,0.0,0.0,0.0,,684.211,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.19,650.033,0.19,,19.567,0.47,9816.173,,,,650.033,0.19,,,100.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.13,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,650.033,0.19,,,0.0,0.0,0.0,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,650.033,2.869,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Malaysia,2002,MYS,24142448.0,329700343808.0,,0.0,0.0,0.0,16.568,0.4,0.495,0.0,618.276,22.585,7.799,1753.266,42.328,395.983,9.56,-35.348,-1.215,92.083,2.223,11.821,6.421,80.84,3348.459,80.87,12.482,5.331,33.36,27303.566,1.999,5.925,35.917,3109.047,75.06,26595.418,642.078,92.816,97.406,1.368,3.791,280.888,2485.663,60.01,11634.602,3.191,15.642,20954.035,505.882,74.206,42.612,50.0,-10.732,-2.015,15.805,224.087,5.41,654.676,6.69,2.398,-12.36,-2.557,17.096,240.655,5.81,708.148,7.184,2.594,-0.03,-0.037,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.259,24.327,318.863,227.4,5.49,13207.55,5.009,18.984,16483.77,397.959,6.789,48.373,1.291,0.404,,-29.559,-0.542,16.751,,53.471,0.5,,0.196,3349.702,659.175,-12.36,-2.557,17.096,240.655,5.81,708.148,7.184,2.594,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malawi,2002,MWI,11784500.0,10984270848.0,,,,,5.94,0.07,5.469,,101.562,,,,,0.0,0.0,30.228,0.107,39.044,0.46,0.0,,1.27,107.769,1.28,,-1.194,-0.08,560.577,0.601,,,10.183,0.12,,,9.375,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.13,,,,92.494,1.09,,85.156,,,,,98.434,1.16,,90.625,,-0.01,-0.787,,,,0.0,0.0,,0.0,,,,,10.183,0.12,,,0.0,0.0,0.0,9.375,,,0.07,0.0,,,5.94,0.0,,5.469,0.0,,108.617,6.606,,,,98.434,1.16,,90.625,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Madagascar,2002,MDG,17211938.0,18473840640.0,,,,,0.581,0.01,1.163,,244.186,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.86,49.965,0.86,,-22.754,-2.141,422.233,0.393,,,18.011,0.31,,,36.047,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.21,,,,31.374,0.54,,62.791,,,,,31.955,0.55,,63.953,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,18.011,0.31,,,0.0,0.0,0.0,36.047,,,0.01,0.0,,,0.581,0.0,,1.163,0.0,,49.965,7.267,,,,31.955,0.55,,63.953,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Macao,2002,MAC,449675.0,,,,,,155.668,0.07,4.118,,641.177,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,1.89,4203.036,1.7,,7.723,0.549,17029.461,,,,3624.84,1.63,,,95.882,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,1.09,,,,0.0,0.0,,0.0,,,,,155.668,0.07,,4.118,,0.19,10.053,,,,0.0,0.0,,0.0,,,,,3624.84,1.63,,,0.0,0.0,0.0,95.882,,,0.07,0.0,,,155.668,0.0,,4.118,0.0,,3780.508,7.658,,,,155.668,0.07,,4.118,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Luxembourg,2002,LUX,445920.0,23160272896.0,,0.0,0.0,0.0,67.277,0.03,1.071,0.0,317.857,-37.753,-0.52,1922.163,0.857,0.0,0.0,,0.0,0.0,0.0,0.0,1.967,6.27,14060.818,2.8,6.469,9.32,3.715,97735.352,1.882,9.566,3.766,5942.771,2.65,96728.547,43.133,94.643,98.97,42.949,3.728,12.407,5875.493,2.62,27823.936,,0.0,0.0,0.0,93.571,28.469,0.89,-15.505,-0.056,0.291,224.255,0.1,652.804,3.571,0.668,-9.784,-0.05,0.449,336.383,0.15,1006.813,5.357,1.03,3.47,55.343,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.903,0.558,29.869,67.277,0.03,66982.445,,0.0,0.0,0.0,1.071,68.535,0.086,0.03,0.0,4.414,0.004,67.277,0.0,193.392,1.071,0.0,0.198,6279.153,43.582,-9.784,-0.05,0.449,336.383,0.15,1006.813,5.357,1.03,28.261,0.0,0.0,0.0,0.0,0.386,0.0,0.0,3.113,0.002,0.071,44.851,0.02,160.231,0.714,0.164
Lithuania,2002,LTU,3515799.0,41716674560.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.923,61.217,0.597,446.901,1.571,0.0,0.0,,0.0,0.0,0.0,0.0,1.604,10.8,3071.848,17.29,24.077,8.443,7.628,27867.475,2.349,-0.057,-0.033,796.405,2.8,16304.228,57.322,16.194,58.506,1.104,0.276,25.242,600.148,2.11,7179.521,,0.0,0.0,0.0,12.204,25.763,1.33,8.51,0.075,1.031,99.551,0.35,293.228,2.024,1.052,24.036,7.661,40.654,4121.396,14.49,11563.247,83.806,41.494,-6.49,-60.093,24.468,7.58,39.61,4021.845,14.14,11266.387,81.781,40.428,-2.881,-0.905,30.509,196.257,0.69,8677.806,-7.483,-0.45,1582.911,5.565,3.991,31.14,0.013,0.0,0.0,100.0,0.006,0.0,0.0,3.632,0.0,0.0,0.013,4917.801,97.976,9.069,0.081,1.044,99.551,0.35,296.86,2.024,1.065,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Libya,2002,LBY,5405326.0,57785798656.0,,,,,0.0,0.0,0.0,,705.647,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,17.53,3243.098,17.53,,3.085,6.623,40937.988,3.829,,,3243.098,17.53,,,100.0,,,,,684.51,3.7,,-4.531,-2.66,10369.402,56.05,21.107,,12.37,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2558.587,13.83,,-3.724,-29.039,138893.078,750.762,78.893,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,3243.098,221.283,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Liberia,2002,LBR,3060603.0,3998735616.0,,,,,0.0,0.0,0.0,,650.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.2,65.347,0.2,,-1.354,-0.027,650.026,0.498,,,65.347,0.2,,,100.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.13,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,65.347,0.2,,,0.0,0.0,0.0,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,65.347,1.989,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Lesotho,2002,LSO,1997537.0,3773087744.0,,,,,0.0,0.0,0.0,,32.258,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.29,145.179,0.31,,2.794,0.07,1287.35,0.682,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.01,,,,155.191,0.31,,100.0,,,,,155.191,0.31,,100.0,,-0.02,-6.897,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,155.191,2.572,,,,155.191,0.31,,100.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Lebanon,2002,LBN,4446663.0,29771683840.0,,,,,0.0,0.0,0.0,,621.645,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,12.08,2716.644,11.55,,0.787,0.508,14617.907,2.183,,,2446.779,10.88,,,94.199,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,7.18,,,,150.675,0.67,,5.801,,,,,150.675,0.67,,5.801,,0.53,4.387,,,,0.0,0.0,,0.0,,,,,2446.779,10.88,,,0.0,0.0,0.0,94.199,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,2597.453,65.001,,,,150.675,0.67,,5.801,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Latvia,2002,LVA,2326150.0,30014855168.0,,0.0,0.0,0.0,4.299,0.01,0.252,0.0,166.247,-19.381,-0.277,494.968,1.151,0.0,0.0,,0.0,0.0,0.0,0.0,2.807,6.32,2716.936,3.97,10.953,0.88,0.358,17635.336,1.367,4.465,1.443,640.543,1.49,14516.004,33.766,37.531,82.312,13.939,1.846,15.086,563.162,1.31,6485.305,,0.0,0.0,0.0,32.997,36.774,0.66,-13.025,-1.131,7.192,1057.541,2.46,3091.808,61.965,17.532,-12.469,-1.085,7.256,1066.139,2.48,3119.333,62.469,17.688,2.35,37.184,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.711,-0.126,17.529,77.381,0.18,7535.73,,0.0,0.0,0.0,4.534,42.731,0.032,0.01,0.0,233.333,0.022,4.299,0.0,13.723,0.252,0.0,0.078,1706.683,41.022,-12.469,-1.085,7.256,1066.139,2.48,3119.333,62.469,17.688,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.667,0.023,0.032,4.299,0.01,13.803,0.252,0.078
Laos,2002,LAO,5606103.0,13872425984.0,,,,,0.0,0.0,0.0,,89.636,,,,,0.0,0.0,7.443,0.09,230.547,1.292,0.0,,1.03,183.728,3.57,,-0.542,-0.065,2136.59,0.863,,,64.216,0.36,,,10.084,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.32,,,,572.59,3.21,,89.916,,,,,572.59,3.21,,89.916,,-2.54,-246.602,,,,0.0,0.0,,0.0,,,,,64.216,0.36,,,0.0,0.0,0.0,10.084,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,636.806,11.978,,,,572.59,3.21,,89.916,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Kuwait,2002,KWT,2047368.0,83636158464.0,,,,,0.0,0.0,0.0,,655.21,333.628,0.003,1.602,0.003,0.0,0.0,,0.0,0.0,0.0,0.0,,36.37,17764.27,36.37,16.034,5.844,12.524,110790.906,2.712,5.844,12.524,17764.27,36.37,110790.906,226.83,100.0,,-8.316,-7.505,82.745,3907.456,8.0,40415.301,-8.316,-7.505,40415.301,82.745,21.996,,23.83,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,16.144,20.027,144.081,13856.815,28.37,70374.0,-7.297,-90.407,561001.938,1148.577,78.004,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,17764.27,226.83,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,
Kosovo,2002,,1846788.0,,,,,,0.0,0.0,0.0,,994.609,,,,,1970.99,3.64,,,,,98.113,,4.18,2263.389,3.71,,,,,,,,1981.819,3.66,,,98.652,,,,,0.0,0.0,,,,,,0.0,,3.69,,,,27.074,0.05,,1.348,,,,,27.074,0.05,,1.348,,0.47,11.244,,,,0.0,0.0,,0.0,,,,,10.83,0.02,,,,,,0.539,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,2008.893,,,,,27.074,0.05,,1.348,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Kiribati,2002,KIR,92408.0,,,,,,0.0,0.0,0.0,,500.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.02,216.431,0.02,,46.562,0.058,1968.148,,,,216.431,0.02,,,100.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.01,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,216.431,0.02,,,0.0,0.0,0.0,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,216.431,0.182,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Mexico,2002,MEX,100917080.0,1275457961984.0,-6.256,-0.058,8.594,0.867,60.148,6.07,2.814,0.05,553.423,67.443,56.432,1388.326,140.106,258.628,26.1,-18.527,-8.968,390.783,39.437,12.098,8.145,215.93,2139.677,215.73,13.126,2.409,40.465,17044.275,1.349,3.181,49.383,1734.295,175.02,15874.146,1601.973,81.129,93.135,13.48,48.783,410.688,689.675,69.6,4069.561,1.771,5.87,3342.123,337.277,32.263,23.876,119.39,-12.568,-10.97,72.567,246.341,24.86,719.074,11.524,4.219,-6.277,-8.918,118.086,403.401,40.71,1170.13,18.871,6.865,0.2,0.093,11.696,2.7,27.299,96.614,9.75,270.512,4.52,1.587,-5.044,-55.832,1051.178,785.992,79.32,10416.259,1.111,22.721,20492.633,2068.057,36.768,61.113,17.268,6.071,,-2.824,-0.598,60.159,,171.11,2.814,,1.004,2137.696,1720.059,-10.678,-11.618,90.787,306.786,30.96,899.618,14.351,5.278,0.0,-0.0,0.023,0.099,0.01,0.231,0.005,0.001,16.667,0.008,0.061,0.198,0.02,0.607,0.009,0.004
Moldova,2002,MDA,4147644.0,13857813504.0,,,,,0.0,0.0,0.0,,668.44,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,7.88,1899.874,5.64,,10.127,3.264,8558.681,2.562,,,1275.423,5.29,,,93.794,,,,,1270.601,5.27,,,0.0,0.0,0.0,93.44,,3.77,,,,84.385,0.35,,6.206,,,,,84.385,0.35,,6.206,,2.24,28.426,,,,0.0,0.0,,0.0,,,,,4.822,0.02,,,0.0,0.0,0.0,0.355,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1359.808,35.498,,,,84.385,0.35,,6.206,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Mongolia,2002,MNG,2494622.0,8569503232.0,,,,,0.0,0.0,0.0,,873.786,,,,,1210.604,3.02,7.847,2.135,11760.909,29.339,97.735,,3.24,1298.794,3.09,,6.652,2.879,18501.777,5.386,,,1238.665,3.09,,,100.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,2.7,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.15,4.63,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,28.06,0.07,,88.614,0.115,98.276,0.245,2.265,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1238.665,46.155,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Niger,2002,NER,12456520.0,8506709504.0,,,,,0.0,0.0,0.0,,842.105,,,,,11.239,0.14,12.002,0.116,87.187,1.086,73.684,,0.4,32.112,0.19,,6.343,0.206,277.33,0.406,,,15.253,0.19,,,100.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.16,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.21,52.5,,,,0.0,0.0,,0.0,,,,,4.014,0.05,,,0.0,0.0,0.0,26.316,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,15.253,3.455,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Papua New Guinea,2002,PNG,5892600.0,,,,,,0.0,0.0,0.0,,459.93,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,2.87,487.052,2.87,,4.648,0.804,3073.672,,,,330.924,1.95,,,67.944,,,,,98.429,0.58,,0.0,0.0,202.465,1.193,20.209,,1.32,,,,156.128,0.92,,32.056,,,,,156.128,0.92,,32.056,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,232.495,1.37,,-18.291,-7.412,5618.843,33.11,47.735,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,487.052,18.112,,,,156.128,0.92,,32.056,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Panama,2002,PAN,3120993.0,29667999744.0,,,,,6.408,0.02,0.378,,247.637,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,5.28,1691.769,5.29,,-1.205,-0.821,21577.676,2.27,,,599.168,1.87,,,35.35,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,1.31,,,,1089.397,3.4,,64.272,,,,,1095.805,3.42,,64.65,,-0.01,-0.189,,,,0.0,0.0,,0.0,,,,,599.168,1.87,,,0.0,0.0,0.0,35.35,,,0.02,0.0,,,6.408,0.0,,0.378,0.0,,1694.973,67.344,,,,1095.805,3.42,,64.65,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Palestine,2002,PSE,3309493.0,12429343744.0,,,,,0.0,0.0,0.0,,666.667,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,2.46,743.316,0.15,,-7.406,-0.579,2188.22,0.583,,,45.324,0.15,,,100.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.1,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,2.31,93.902,,,,0.0,0.0,,0.0,,,,,45.324,0.15,,,0.0,0.0,0.0,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,45.324,7.242,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Pakistan,2002,PAK,163262800.0,504824725504.0,,,,,0.0,0.0,0.0,,465.62,12.114,2.966,168.114,27.447,1.409,0.23,7.055,1.202,111.7,18.237,0.304,5.339,75.77,464.098,75.77,16.111,3.829,18.959,3148.968,1.018,3.094,13.388,316.177,51.62,2732.627,446.136,68.127,86.778,8.414,15.949,205.493,165.439,27.01,1258.667,8.414,15.949,1258.667,205.493,35.647,39.971,35.28,11.621,5.858,59.596,136.896,22.35,365.029,29.497,11.592,9.527,5.571,67.973,147.921,24.15,416.341,31.873,13.222,0.0,0.0,-9.11,-0.57,5.31,11.025,1.8,32.526,2.376,1.033,-2.526,-5.526,213.196,149.33,24.38,1305.845,6.969,2.735,257.146,41.982,32.176,41.469,3.067,0.0,0.0,10.171,0.283,0.0,0.0,18.786,0.0,0.0,0.597,464.098,514.109,11.555,6.141,62.663,136.896,22.35,383.815,29.497,12.189,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,2002,OMN,2403663.0,68131999744.0,,,,,0.0,0.0,0.0,,580.833,138.169,0.002,1.625,0.004,0.0,0.0,,0.0,0.0,0.0,0.0,,10.33,4297.607,10.33,7.879,6.459,7.954,54547.508,1.924,6.459,7.954,4297.607,10.33,54547.508,131.114,100.0,,2.516,2.121,86.397,3523.789,8.47,35943.797,7.906,12.195,69244.727,166.441,81.994,,6.0,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,14.998,5.832,44.713,773.819,1.86,18602.088,-6.149,-33.536,212948.5,511.856,18.006,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,4297.607,131.114,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,
