country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_demand_per_capita,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Norway,2002,NOR,4538435.0,267081351168.0,,0.0,0.0,0.0,55.085,0.25,0.192,0.0,26.49,-13.278,-1.366,1965.947,8.922,8.814,0.04,19.239,2.829,3863.188,17.533,0.031,1.642,120.53,26557.613,130.24,44.226,4.676,24.278,119741.156,2.035,0.264,0.434,118.984,0.54,36309.777,164.79,0.415,30.324,6.724,2.64,41.903,44.068,0.2,9232.894,21.388,114.707,143445.797,651.019,0.154,7.711,3.45,7.396,23.721,377.615,28505.42,129.37,83203.891,99.332,69.486,7.414,23.844,378.648,28578.133,129.7,83431.375,99.585,69.676,-9.71,-8.056,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.732,-0.84,113.964,66.102,0.3,25110.936,-2.727,-51.651,405913.219,1842.211,0.23,20.971,0.798,0.25,0.0,-1.961,-0.016,55.085,0.0,175.843,0.192,0.0,0.147,28697.117,543.437,7.414,23.844,378.648,28578.133,129.7,83431.375,99.585,69.676,0.0,-0.0,0.015,0.0,0.0,3.409,0.0,0.003,177.778,0.14,0.219,17.627,0.08,48.235,0.061,0.04
North Macedonia,2002,MKD,2064739.0,16017432576.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.131,-13.064,-2.245,7237.033,14.943,2479.732,5.12,-6.489,-0.944,6591.385,13.609,84.072,52.686,6.88,3332.14,6.09,22.629,-2.285,-0.663,13736.116,1.771,-3.802,-1.034,2581.44,5.33,12665.978,26.152,87.521,92.209,2.5,0.019,0.785,0.0,0.0,380.266,,0.0,0.0,0.0,0.0,2.768,5.36,20.927,0.371,2.21,368.085,0.76,1070.139,12.479,7.791,20.927,0.371,2.21,368.085,0.76,1070.139,12.479,7.791,0.79,11.483,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.92,1.193,10.424,101.708,0.21,5048.678,,0.0,0.0,0.0,3.448,36.755,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2949.526,28.361,20.927,0.371,2.21,368.085,0.76,1070.139,12.479,7.791,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Korea,2002,PRK,23638414.0,39634145280.0,,,,,0.0,0.0,0.0,,422.177,,,,,344.355,8.14,-5.195,-8.915,6882.776,162.698,41.404,,19.66,831.697,19.66,,-2.264,-6.321,11545.386,6.886,,,387.082,9.15,,,46.541,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,8.3,,,,444.615,10.51,,53.459,,,,,444.615,10.51,,53.459,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,42.727,1.01,,,0.0,0.0,0.0,5.137,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,831.697,272.915,,,,444.615,10.51,,53.459,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Nigeria,2002,NGA,129583032.0,344836472832.0,,,,,0.077,0.01,0.046,,412.065,,,,,0.0,0.0,78.261,0.136,2.389,0.31,0.0,,21.52,166.071,21.55,,4.42,11.23,2047.175,0.769,,,102.714,13.31,,,61.763,,,,,102.714,13.31,,12.312,18.79,1322.734,171.404,61.763,,8.88,,,,63.511,8.23,,38.19,,,,,63.589,8.24,,38.237,,-0.03,-0.139,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,-9.768,-119.616,8527.231,1104.984,0.0,,,0.01,0.0,,,0.077,0.0,,0.046,0.0,,166.303,265.279,,,,63.589,8.24,,38.237,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Nicaragua,2002,NIC,5259017.0,14954187776.0,,,,,24.719,0.13,5.098,,513.725,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,2.56,486.783,2.55,,1.924,0.333,3352.596,1.179,,,363.186,1.91,,,74.902,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,1.31,,,,57.045,0.3,,11.765,,,,,121.696,0.64,,25.098,,0.01,0.391,,,,0.0,0.0,,0.0,,,,,363.186,1.91,,,0.0,0.0,0.0,74.902,,,0.34,0.21,,,64.651,39.931,,13.333,8.235,,484.881,17.631,,,,121.696,0.64,,25.098,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Montserrat,2002,MSR,4627.0,,,,,,0.0,0.0,0.0,,1000.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.01,2161.228,0.01,,44.137,0.051,36233.332,,,,2161.228,0.01,,,100.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.01,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,2161.228,0.01,,,0.0,0.0,0.0,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,2161.228,0.168,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
New Zealand,2002,NZL,3948582.0,112775905280.0,,0.0,0.0,0.0,146.888,0.58,1.442,0.0,198.209,-0.05,-0.008,4031.477,15.919,379.883,1.5,14.966,4.315,8394.165,33.145,3.73,6.765,40.21,10183.402,40.21,22.267,3.433,7.809,59589.078,2.086,-0.379,-0.58,3092.249,12.21,38642.633,152.584,30.366,64.849,-4.535,-2.811,59.182,2570.543,10.15,14988.15,-5.863,-4.06,16508.574,65.185,25.242,25.153,7.97,14.722,8.906,72.6,6235.15,24.62,18386.408,61.229,30.855,12.014,8.39,82.709,7091.153,28.0,20946.445,69.634,35.151,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.975,2.239,77.483,141.823,0.56,19623.004,-7.375,-1.682,5350.753,21.128,1.393,32.931,9.655,3.23,2.65,-4.611,-0.561,818.015,671.127,2445.103,8.033,6.59,4.103,10183.402,235.292,12.014,8.39,82.709,7091.153,28.0,20946.445,69.634,35.151,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.868,0.046,0.454,37.988,0.15,114.935,0.373,0.193
New Caledonia,2002,NCL,230410.0,,,,,,0.0,0.0,0.0,,582.857,,,,,1215.225,0.28,,0.0,0.0,0.0,16.0,,1.75,7595.156,1.75,,8.15,0.782,45016.352,,,,6162.927,1.42,,,81.143,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,1.02,,,,1388.829,0.32,,18.286,,,,,1432.229,0.33,,18.857,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4947.702,1.14,,,0.0,0.0,0.0,65.143,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,7595.156,10.372,,,,1432.229,0.33,,18.857,,,,,0.0,0.0,,0.0,,,,,43.401,0.01,,0.571,
Netherlands,2002,NLD,16057042.0,624424583168.0,,,,,180.606,2.9,3.064,,540.786,0.578,0.556,6020.204,96.667,1618.604,25.99,,0.0,0.0,0.0,27.462,9.241,111.02,6914.1,94.64,9.183,0.048,0.504,65146.559,1.675,-0.13,-1.334,5402.614,86.75,63691.043,1022.69,91.663,97.766,-1.01,-4.222,413.972,3442.726,55.28,25781.35,-1.745,-11.278,39558.621,635.194,58.411,39.574,51.18,-6.553,-0.025,0.32,6.851,0.11,19.93,0.116,0.031,8.331,1.838,23.371,491.373,7.89,1455.52,8.337,2.234,16.38,14.754,-1.486,-0.238,10.961,243.507,3.91,682.656,4.131,1.048,0.458,2.332,512.051,341.283,5.48,31889.488,47.847,12.72,2447.761,39.304,5.79,48.95,9.279,2.9,0.0,23.27,1.752,180.606,0.0,577.874,3.064,0.0,0.887,5893.987,1046.061,20.1,2.076,12.41,247.866,3.98,772.864,4.205,1.186,30.475,0.011,0.05,1.246,0.02,3.098,0.021,0.005,14.667,0.338,2.761,59.164,0.95,171.963,1.004,0.264
Nepal,2002,NPL,25332178.0,41501458432.0,,,,,0.0,0.0,0.0,,23.81,,,,,0.0,0.0,20.0,0.01,2.277,0.058,0.0,,2.06,81.319,2.1,,5.295,0.822,645.291,0.394,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.05,,,,82.899,2.1,,100.0,,,,,82.899,2.1,,100.0,,-0.04,-1.942,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,82.899,16.347,,,,82.899,2.1,,100.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Nauru,2002,NRU,10375.0,,,,,,0.0,0.0,0.0,,666.667,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.03,2891.566,0.03,,-6.133,-0.025,37538.883,,,,2891.566,0.03,,,100.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.02,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,2891.566,0.03,,,0.0,0.0,0.0,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,2891.566,0.389,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Namibia,2002,NAM,1888531.0,12021866496.0,,,,,0.0,0.0,0.0,,27.972,,,,,5.295,0.01,,0.0,0.0,0.0,0.699,,2.32,1228.468,1.43,,-3.849,-0.565,7473.249,1.174,,,5.295,0.01,,,0.699,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.04,,,,751.907,1.42,,99.301,,,,,751.907,1.42,,99.301,,0.89,38.362,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,757.202,14.113,,,,751.907,1.42,,99.301,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Myanmar,2002,MMR,46480236.0,101591498752.0,,,,,0.0,0.0,0.0,,550.296,,,,,13.769,0.64,-24.143,-0.921,62.252,2.893,12.623,,5.07,109.079,5.07,,16.054,7.12,1107.38,0.507,,,63.683,2.96,,,58.383,,,,,49.268,2.29,,20.0,13.755,1775.593,82.53,45.168,,2.79,,,,45.396,2.11,,41.617,,,,,45.396,2.11,,41.617,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.645,0.03,,49.597,3.236,210.006,9.761,0.592,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,109.079,51.471,,,,45.396,2.11,,41.617,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Mozambique,2002,MOZ,18694948.0,21025372160.0,,,,,0.0,0.0,0.0,,25.437,,,,,0.0,0.0,46.667,0.113,19.041,0.356,0.0,,6.2,331.64,12.58,,1.256,0.471,2031.781,1.807,,,1.605,0.03,,,0.238,,,,,0.0,0.0,,0.0,0.0,34.809,0.651,0.0,,0.32,,,,671.304,12.55,,99.762,,,,,671.304,12.55,,99.762,,-6.38,-102.903,,,,0.0,0.0,,0.0,,,,,1.605,0.03,,,0.0,0.0,0.0,0.238,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,672.909,37.984,,,,671.304,12.55,,99.762,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Morocco,2002,MAR,29301820.0,151385800704.0,,,,,0.0,0.0,0.0,,765.563,-0.557,-0.221,1347.091,39.472,389.737,11.42,-100.0,-0.017,0.0,0.0,75.629,30.342,16.47,562.081,15.1,11.788,2.511,3.187,4439.724,0.859,2.667,3.3,480.175,14.07,4336.524,127.068,93.179,97.676,27.982,0.122,0.559,0.0,0.0,19.092,0.0,0.0,18.507,0.542,0.0,0.43,11.56,-2.354,-0.076,2.458,28.667,0.84,83.874,5.563,1.889,-3.005,-0.114,3.024,35.151,1.03,103.199,6.821,2.324,1.37,8.318,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.064,3.399,87.036,90.438,2.65,2970.341,-35.0,-0.086,5.451,0.16,17.55,66.904,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.326,130.092,-3.005,-0.114,3.024,35.151,1.03,103.199,6.821,2.324,,0.0,0.0,0.0,0.0,0.01,0.0,0.0,-5.782,-0.039,0.566,6.484,0.19,19.315,1.258,0.435
Kyrgyzstan,2002,KGZ,5026646.0,16170496000.0,,,,,0.0,0.0,0.0,,107.088,,,,,113.396,0.57,-3.571,-0.078,420.766,2.115,4.391,,12.3,2446.96,12.98,,-14.612,-9.701,11277.386,3.506,,,457.562,2.3,,,17.72,,,,,344.166,1.73,,-37.5,-0.065,21.577,0.108,13.328,,1.39,,,,2124.677,10.68,,82.28,,,,,2124.677,10.68,,82.28,,-0.68,-5.528,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,-24.0,-0.302,190.368,0.957,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,2582.239,56.687,,,,2124.677,10.68,,82.28,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
