country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_demand_per_capita,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
North Macedonia,2021,MKD,2103329.0,28165636096.0,41.176,0.0,0.469,0.001,23.772,0.05,0.907,0.003,564.428,-12.011,-1.058,3684.424,7.75,1041.207,2.19,,,,,39.746,26.725,7.99,3798.74,5.51,20.987,4.655,1.29,13786.646,1.03,3.458,0.823,1844.695,3.88,11706.583,24.623,70.417,84.912,26.962,0.876,4.126,736.927,1.55,1961.463,,,,,28.131,14.227,3.11,13.662,0.444,3.798,689.383,1.45,1805.913,26.316,13.099,12.504,0.467,4.375,774.962,1.63,2080.064,29.583,15.088,2.48,31.039,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.556,1.005,12.748,66.561,0.14,6060.695,,,,,2.541,43.961,0.172,0.05,0.0,-6.074,-0.011,23.772,0.0,81.679,0.907,0.0,0.592,2619.657,28.998,12.504,0.467,4.375,774.962,1.63,2080.064,29.583,15.088,111.073,0.07,0.133,14.263,0.03,63.446,0.544,0.46,-11.592,-0.037,0.27,47.544,0.1,128.557,1.815,0.932
North Korea,2021,PRK,25971910.0,40550428672.0,,,,,0.0,0.0,0.0,,342.98,,,,,342.293,8.89,,,,,34.767,,25.57,984.525,25.57,,-0.255,-0.254,3833.954,2.456,,,361.929,9.4,,,36.762,,,,,0.0,0.0,,,,,,0.0,,8.77,,,,619.901,16.1,,62.964,,,,,622.596,16.17,,63.238,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,19.637,0.51,,,,,,1.995,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,984.525,99.575,,,,622.596,16.17,,63.238,,,,,2.695,0.07,,0.274,,,,,0.0,0.0,,0.0,
Angola,2021,AGO,34503776.0,153971900416.0,,,,,1.449,0.05,0.297,,172.7,,,,,0.0,0.0,,,,,0.0,,16.85,488.352,16.85,,-18.316,-21.596,2791.332,0.626,,,119.987,4.14,,,24.57,,,,,48.111,1.66,,,,,,9.852,,2.91,,,,366.337,12.64,,75.015,,,,,368.365,12.71,,75.43,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,71.876,2.48,,-11.539,-86.652,19253.398,664.315,14.718,,,0.05,0.0,,,1.449,0.0,,0.297,0.0,,488.352,96.311,,,,368.365,12.71,,75.43,,,,,0.58,0.02,,0.119,,,,,0.0,0.0,,0.0,
Nigeria,2021,NGA,213401328.0,1098721591296.0,,,,,0.094,0.02,0.055,,512.757,,,,,0.0,0.0,,,,,0.0,,36.06,168.977,36.06,,6.746,34.363,2547.954,0.495,,,131.442,28.05,,,77.787,,,,,131.442,28.05,,6.089,30.097,2457.38,524.408,77.787,,18.49,,,,37.207,7.94,,22.019,,,,,37.535,8.01,,22.213,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,-11.75,-124.934,4397.17,938.362,0.0,,,0.02,0.0,,,0.094,0.0,,0.055,0.0,,168.977,543.737,,,,37.535,8.01,,22.213,,,,,0.234,0.05,,0.139,,,,,0.0,0.0,,0.0,
Niger,2021,NER,25252722.0,22299097088.0,,,,,0.0,0.0,0.0,,666.667,,,,,7.524,0.19,,,,,25.333,,1.87,74.051,0.75,,-3.884,-0.418,409.757,0.464,,,27.72,0.7,,,93.333,,,,,1.98,0.05,,,,,,6.667,,0.5,,,,0.0,0.0,,0.0,,,,,1.98,0.05,,6.667,,1.12,59.893,,,,0.0,0.0,,0.0,,,,,18.216,0.46,,,,,,61.333,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,29.7,10.347,,,,1.98,0.05,,6.667,,,,,1.98,0.05,,6.667,,,,,0.0,0.0,,0.0,
Romania,2021,ROU,19328558.0,505119539200.0,-7.418,-0.373,240.946,4.657,33.629,0.65,1.11,1.194,289.959,12.956,5.406,2438.216,47.127,553.068,10.69,16.026,4.831,1809.699,34.979,18.255,12.084,60.76,3143.535,58.56,17.746,5.552,20.514,20177.553,0.772,6.308,17.072,1083.371,20.94,14884.895,287.704,35.758,73.77,2.721,3.064,115.69,512.713,9.91,5985.421,0.458,0.394,4467.838,86.357,16.923,29.664,16.98,13.205,5.167,45.561,900.74,17.41,2357.207,29.73,11.682,2.879,3.443,102.299,1946.343,37.62,5292.658,64.242,26.23,2.2,3.621,-1.587,-0.563,28.334,583.592,11.28,1465.893,19.262,7.265,7.397,8.602,124.887,17.591,0.34,6461.257,-3.905,-1.57,1998.849,38.635,0.581,32.022,2.084,0.65,0.0,19.443,0.339,33.629,0.0,107.813,1.11,0.0,0.534,3029.714,390.003,4.607,4.005,73.966,1362.75,26.34,3826.766,44.98,18.965,-1.731,-0.095,4.456,87.953,1.7,230.55,2.903,1.143,-5.313,-1.032,17.207,340.429,6.58,890.251,11.236,4.412
Rwanda,2021,RWA,13461891.0,26663034880.0,,,,,0.0,0.0,0.0,,285.714,,,,,2.971,0.04,,,,,4.082,,1.0,74.284,0.98,,-2.864,-0.187,471.355,0.238,,,30.456,0.41,,,41.837,,,,,16.342,0.22,,,,,,22.449,,0.28,,,,40.856,0.55,,56.122,,,,,42.342,0.57,,58.163,,0.02,2.0,,,,0.0,0.0,,0.0,,,,,11.143,0.15,,,,,,15.306,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,72.798,6.345,,,,42.342,0.57,,58.163,,,,,1.486,0.02,,2.041,,,,,0.0,0.0,,0.0,
New Zealand,2021,NZL,5129730.0,196312449024.0,-21.972,-0.019,12.998,0.067,337.25,1.73,3.889,0.028,147.032,16.679,2.629,3584.724,18.389,506.849,2.6,2.934,0.558,3815.272,19.571,5.845,7.807,44.48,8671.021,44.48,25.043,-1.55,-3.708,45918.477,1.2,-3.221,-4.694,1551.739,7.96,27492.916,141.031,17.896,59.873,-15.272,-6.983,38.743,906.48,4.65,7552.633,,,,,10.454,16.448,6.54,-0.131,-0.317,63.414,4676.659,23.99,12362.145,53.934,26.922,1.38,0.987,94.518,7119.283,36.52,18425.561,82.104,40.127,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.403,-0.34,83.9,138.409,0.71,16355.56,,,,,1.596,35.619,23.576,9.7,7.97,1.779,0.339,1890.938,1553.688,4596.048,21.808,17.918,10.009,8671.021,235.549,1.38,0.987,94.518,7119.283,36.52,18425.561,82.104,40.127,29.299,0.122,0.545,40.938,0.21,106.317,0.472,0.232,14.638,0.861,6.915,510.748,2.62,1348.051,5.89,2.936
Saint Helena,2021,SHN,5428.0,,,,,,0.0,0.0,0.0,,1000.0,,,,,0.0,0.0,,,,,0.0,,0.01,1842.299,0.01,,5.533,0.003,9979.507,,,,1842.299,0.01,,,100.0,,,,,0.0,0.0,,,,,,0.0,,0.01,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,1842.299,0.01,,,,,,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1842.299,0.054,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
United Kingdom,2021,GBR,67281040.0,2512190177280.0,-1.316,-0.237,264.343,17.785,592.738,39.88,12.921,0.893,268.557,2.32,1.456,954.838,64.242,96.758,6.51,-36.417,-4.659,120.889,8.134,2.109,3.227,333.49,4956.671,308.65,18.145,1.003,19.77,29591.666,0.793,4.389,63.697,2089.296,140.57,22519.404,1515.129,45.543,76.1,5.17,37.813,769.267,1830.679,123.17,11433.636,-17.146,-67.85,4873.054,327.864,39.906,38.638,82.89,-21.407,-3.914,14.126,81.747,5.5,209.949,1.782,0.709,-8.244,-43.926,475.829,2498.178,168.08,7072.263,54.457,23.9,24.84,7.448,-8.7,-11.448,115.263,682.213,45.9,1713.15,14.871,5.789,3.717,24.427,681.619,161.858,10.89,10130.929,-16.58,-94.454,7063.579,475.245,3.528,34.236,127.855,40.052,,1.332,1.68,595.3,,1900.319,12.977,,6.422,4587.474,1990.958,-8.093,-32.479,360.567,1815.965,122.18,5359.113,39.585,18.11,-3.427,-1.241,31.598,180.437,12.14,469.637,3.933,1.587,-14.217,-28.766,169.203,961.043,64.66,2514.865,20.949,8.499
Sri Lanka,2021,LKA,21773438.0,278898409472.0,,,,,7.348,0.16,0.954,,403.456,-0.083,-0.016,898.668,19.567,253.52,5.52,,,,,32.896,,16.78,770.664,16.78,17.8,3.431,3.637,5035.38,0.393,,,376.146,8.19,,,48.808,,,,,,,,,,,,,,6.77,45.22,5.84,18.91,331.597,7.22,868.475,43.027,,46.033,7.5,23.959,394.517,8.59,1100.382,51.192,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,-5.499,-3.847,66.111,122.626,2.67,3036.33,,,,,15.912,,0.52,0.163,,63.126,0.201,7.477,,23.868,0.97,,,770.664,109.638,46.033,7.5,23.959,394.517,8.59,1100.382,51.192,,31.555,0.669,2.82,25.719,0.56,129.515,3.337,,86.579,0.79,1.71,29.853,0.65,78.524,3.874,
Spain,2021,ESP,47486932.0,1541122031616.0,-1.722,-0.391,469.609,22.3,146.145,6.94,2.563,1.457,193.536,3.912,1.345,752.444,35.731,102.344,4.86,-4.875,-0.025,10.398,0.494,1.795,2.335,271.6,5719.468,270.75,21.875,7.541,107.31,32225.066,0.993,8.622,82.002,1862.407,88.44,21755.889,1033.12,32.665,67.512,5.645,18.341,343.243,1505.677,71.5,7228.157,,,,,26.408,22.43,52.4,-2.887,-2.598,77.522,623.961,29.63,1632.484,10.944,5.066,5.03,25.307,497.149,3839.161,182.31,10469.181,67.335,32.488,0.85,0.313,-2.977,-4.895,142.03,1191.065,56.56,2990.918,20.89,9.281,10.529,62.316,654.146,254.386,12.08,13775.286,,,,,4.462,42.747,21.997,6.96,0.02,12.282,2.406,146.567,0.421,463.233,2.571,0.007,1.437,5701.569,1530.27,8.451,30.203,355.12,2648.097,125.75,7478.263,46.445,23.206,31.116,16.629,70.907,570.683,27.1,1493.184,10.009,4.634,9.952,14.156,162.394,1306.886,62.06,3419.753,22.922,10.612
South Korea,2021,KOR,51830136.0,2084182687744.0,-13.464,-1.08,133.981,6.944,229.596,11.9,1.977,0.198,461.815,0.402,3.381,16275.097,843.54,4126.364,213.87,-11.874,-0.666,95.309,4.94,35.531,24.056,601.93,11613.514,601.93,18.959,4.767,159.543,67653.844,1.682,5.169,145.841,7738.162,401.07,57245.629,2967.049,66.631,84.615,8.464,48.701,624.074,3472.304,179.97,12040.754,,,,,29.899,17.798,277.98,-21.219,-2.19,7.993,58.846,3.05,154.208,0.507,0.228,2.136,13.702,539.459,3875.352,200.86,10408.218,33.369,15.385,0.0,0.0,-1.354,-6.923,396.769,3048.613,158.01,7655.174,26.251,11.315,6.67,93.759,1499.434,139.494,7.23,28929.781,,,,,1.201,42.761,54.755,17.153,,22.223,9.956,330.938,,1056.423,2.85,,1.562,11613.514,3506.508,13.682,20.625,142.691,826.739,42.85,2753.043,7.119,4.069,27.819,13.891,64.678,476.943,24.72,1247.885,4.107,1.845,0.955,0.048,8.321,61.354,3.18,160.545,0.528,0.237
Somalia,2021,SOM,17065588.0,,,,,,0.0,0.0,0.0,,578.947,,,,,0.0,0.0,,,,,0.0,,0.38,22.267,0.38,,5.782,0.203,217.41,,,,19.923,0.34,,,89.474,,,,,0.0,0.0,,,,,,0.0,,0.22,,,,0.0,0.0,,0.0,,,,,2.344,0.04,,10.526,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,19.923,0.34,,,,,,89.474,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,22.267,3.71,,,,2.344,0.04,,10.526,,,,,1.758,0.03,,7.895,,,,,0.586,0.01,,2.632,
Solomon Islands,2021,SLB,707855.0,,,,,,0.0,0.0,0.0,,700.0,,,,,0.0,0.0,,,,,0.0,,0.1,141.272,0.1,,3.218,0.042,1892.131,,,,141.272,0.1,,,100.0,,,,,0.0,0.0,,,,,,0.0,,0.07,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,141.272,0.1,,,,,,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,141.272,1.339,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Slovenia,2021,SVN,2119408.0,65846345728.0,10.247,0.111,562.168,1.191,127.394,0.27,1.732,1.556,269.403,-8.144,-0.956,5089.76,10.787,1816.545,3.85,,,,,24.695,14.086,15.32,7228.434,15.59,26.434,-0.923,-0.713,36133.637,1.163,2.774,1.259,2094.925,4.44,22004.385,46.636,28.48,60.897,5.326,0.455,9.007,245.352,0.52,4249.795,,,,,3.335,11.761,4.2,-4.49,-0.627,12.331,2222.319,4.71,5818.19,30.212,16.102,-5.148,-1.972,29.946,5260.903,11.15,14129.253,71.52,39.103,-0.27,-1.762,-10.182,-1.683,14.327,2694.149,5.71,6760.082,36.626,18.709,7.016,1.76,26.842,33.028,0.07,12664.829,,,,,0.449,35.05,0.895,0.27,0.0,1.126,0.01,127.394,0.0,422.483,1.732,0.0,1.169,7355.828,76.582,-0.351,-0.29,15.618,2566.754,5.44,7369.171,34.894,20.394,23.063,0.219,1.186,212.323,0.45,559.425,2.886,1.548,-10.526,-0.002,0.015,4.718,0.01,6.905,0.064,0.019
Slovakia,2021,SVK,5447621.0,147892584448.0,4.466,0.079,340.852,1.857,337.762,1.84,6.195,0.951,167.34,21.399,5.765,6003.518,32.705,312.063,1.7,,,,,5.724,16.753,30.47,5593.267,29.7,18.629,7.783,14.098,35836.406,1.32,11.197,13.601,1321.678,7.2,24794.664,135.072,24.242,69.188,11.32,5.382,52.929,802.185,4.37,9715.941,,,,,14.714,27.112,4.97,-5.734,-0.721,11.142,781.993,4.26,2045.262,14.343,5.707,1.189,0.497,60.151,4130.243,22.5,11041.741,75.758,30.812,0.77,2.527,1.852,0.576,39.497,2887.499,15.73,7250.372,52.963,20.232,5.222,2.454,49.438,207.43,1.13,9075.207,,,,,3.805,25.324,5.886,1.84,0.0,10.221,0.546,337.762,0.0,1080.55,6.195,0.0,3.015,5451.921,195.223,0.004,-0.079,20.654,1242.744,6.77,3791.369,22.795,10.58,1.207,0.015,1.756,122.989,0.67,322.304,2.256,0.899,25.0,0.003,0.013,0.0,0.0,2.402,0.0,0.007
Singapore,2021,SGP,5941063.0,445551968256.0,,,,,205.35,1.22,2.187,,475.892,7.158,0.361,908.505,5.397,112.774,0.67,,,,,1.201,,55.79,9390.576,55.79,6.137,0.022,0.196,153291.406,2.044,-0.003,-0.029,9117.896,54.17,152755.172,907.528,97.096,,5.981,7.535,133.519,8910.862,52.94,22473.852,,,,,94.892,,26.55,,,,,,,,,,,,272.678,1.62,,2.904,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,-1.02,-7.924,768.612,94.259,0.56,129372.828,,,,,1.004,,2.147,0.673,,-1.77,-0.039,113.231,,361.455,1.206,,,9390.576,910.714,,,,272.678,1.62,,2.904,,34.457,0.263,1.038,67.328,0.4,174.764,0.717,,,0.0,0.0,0.0,0.0,0.0,0.0,
Afghanistan,2021,AFG,40099460.0,56638849024.0,,,,,0.0,0.0,0.0,,132.53,,,,,0.748,0.03,,,,,3.614,,6.53,162.845,0.83,,-0.942,-0.258,676.696,0.479,,,3.242,0.13,,,15.663,,,,,0.0,0.0,,,,,,0.0,,0.11,,,,15.462,0.62,,74.699,,,,,17.457,0.7,,84.337,,5.7,87.289,,,,0.0,0.0,,0.0,,,,,2.494,0.1,,,,,,12.048,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,20.699,27.135,,,,17.457,0.7,,84.337,,,,,1.995,0.08,,9.639,,,,,0.0,0.0,,0.0,
Sierra Leone,2021,SLE,8420642.0,11258355712.0,,,,,0.0,0.0,0.0,,50.0,,,,,0.0,0.0,,,,,0.0,,0.2,23.751,0.2,,4.836,0.191,492.598,0.368,,,1.188,0.01,,,5.0,,,,,0.0,0.0,,,,,,0.0,,0.01,,,,21.376,0.18,,90.0,,,,,22.564,0.19,,95.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,1.188,0.01,,,,,,5.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,23.751,4.148,,,,22.564,0.19,,95.0,,,,,1.188,0.01,,5.0,,,,,0.0,0.0,,0.0,
Seychelles,2021,SYC,106486.0,2944095232.0,,,,,0.0,0.0,0.0,,566.667,,,,,0.0,0.0,,,,,0.0,,0.6,5634.543,0.6,,6.041,0.279,45933.664,1.661,,,4883.271,0.52,,,86.667,,,,,0.0,0.0,,,,,,0.0,,0.34,,,,0.0,0.0,,0.0,,,,,751.272,0.08,,13.333,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,4883.271,0.52,,,,,,86.667,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,5634.543,4.891,,,,751.272,0.08,,13.333,,,,,657.363,0.07,,11.667,,,,,93.909,0.01,,1.667,
Serbia,2021,SRB,7296771.0,114262089728.0,,,,,34.262,0.25,0.654,,653.152,,,,,3257.605,23.77,-12.808,-10.733,10013.328,73.065,62.176,,38.88,5328.385,38.23,,4.574,8.821,27640.852,1.765,,,3413.839,24.91,,,65.158,,,,,146.64,1.07,,,,,,2.799,,24.97,,,,1641.822,11.98,,31.337,,,,,1825.465,13.32,,34.842,,0.65,1.672,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,9.593,0.07,,,,,,0.183,,,0.25,0.0,,,34.262,0.0,,0.654,0.0,,5239.304,201.689,,,,1825.465,13.32,,34.842,,,,,1.37,0.01,,0.026,,,,,148.011,1.08,,2.825,
Sudan,2021,SDN,45657204.0,,,,,,2.409,0.11,0.621,,261.582,,,,,0.0,0.0,,,,,0.0,,18.63,408.041,17.7,,0.11,0.116,2317.393,,,,144.775,6.61,,,37.345,,,,,0.0,0.0,,,,,,0.0,,4.63,,,,239.831,10.95,,61.864,,,,,242.897,11.09,,62.655,,0.93,4.992,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,144.775,6.61,,0.855,0.311,804.088,36.712,37.345,,,0.11,0.0,,,2.409,0.0,,0.621,0.0,,387.672,105.806,,,,242.897,11.09,,62.655,,,,,0.657,0.03,,0.169,,,,,0.0,0.0,,0.0,
Senegal,2021,SEN,16876726.0,49579311104.0,,,,,5.925,0.1,1.502,,546.547,,,,,23.701,0.4,,,,,6.006,,6.97,412.995,6.66,,1.578,0.657,2505.209,0.853,,,314.634,5.31,,,79.73,,,,,1.185,0.02,,,,,,0.3,,3.64,,,,18.368,0.31,,4.655,,,,,79.992,1.35,,20.27,,0.31,4.448,,,,0.0,0.0,,0.0,,,,,289.748,4.89,,,,,,73.423,,,0.1,0.0,,,5.925,0.0,,1.502,0.0,,394.626,42.28,,,,79.992,1.35,,20.27,,,,,31.997,0.54,,8.108,,,,,23.701,0.4,,6.006,
Saudi Arabia,2021,SAU,35950396.0,1677226672128.0,,,,,0.0,0.0,0.0,,701.176,24.383,0.251,35.574,1.279,0.0,0.0,,,,,0.0,,392.9,10928.947,392.94,13.183,3.309,95.505,82945.312,1.778,3.253,93.877,10906.695,392.1,82884.453,2979.729,99.786,,1.248,14.107,1144.607,6515.088,234.22,31838.504,1.248,14.107,31838.504,1144.607,59.607,,275.52,,,,,,,,,,,,23.366,0.84,,0.214,,-0.04,-0.01,,0.0,0.0,0.0,0.0,0.0,0.0,,4.533,79.52,1833.843,4391.607,157.88,51010.379,-0.878,-53.031,166610.625,5989.718,40.179,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,,10930.061,2981.917,,,,23.366,0.84,,0.214,,300.581,1.628,2.173,23.087,0.83,60.442,0.211,,-0.273,-0.0,0.015,0.278,0.01,0.413,0.003,
Sao Tome and Principe,2021,STP,223118.0,824700096.0,,,,,0.0,0.0,0.0,,636.364,,,,,0.0,0.0,,,,,0.0,,0.11,493.013,0.11,,5.315,0.037,3310.244,0.896,,,448.193,0.1,,,90.909,,,,,0.0,0.0,,,,,,0.0,,0.07,,,,44.819,0.01,,9.091,,,,,44.819,0.01,,9.091,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,448.193,0.1,,,,,,90.909,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,493.013,0.739,,,,44.819,0.01,,9.091,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Samoa,2021,WSM,218781.0,,,,,,0.0,0.0,0.0,,400.0,,,,,0.0,0.0,,,,,0.0,,0.15,685.617,0.15,,2.916,0.045,7302.089,,,,411.37,0.09,,,60.0,,,,,0.0,0.0,,,,,,0.0,,0.06,,,,182.831,0.04,,26.667,,,,,274.247,0.06,,40.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,411.37,0.09,,,,,,60.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,685.617,1.598,,,,274.247,0.06,,40.0,,,,,91.416,0.02,,13.333,,,,,0.0,0.0,,0.0,
Saint Vincent and the Grenadines,2021,VCT,104340.0,,,,,,0.0,0.0,0.0,,529.412,,,,,0.0,0.0,,,,,0.0,,0.17,1629.289,0.17,,5.559,0.045,8245.438,,,,1245.927,0.13,,,76.471,,,,,0.0,0.0,,,,,,0.0,,0.09,,,,383.362,0.04,,23.529,,,,,383.362,0.04,,23.529,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,1245.927,0.13,,,,,,76.471,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1629.289,0.86,,,,383.362,0.04,,23.529,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Albania,2021,ALB,2854710.0,34866974720.0,,,,,0.0,0.0,0.0,,23.437,,,,,0.0,0.0,,,,,0.0,,8.41,2946.009,8.96,,25.835,8.264,14100.432,1.154,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,,,,,0.0,,0.21,,,,3124.661,8.92,,99.554,,,,,3138.673,8.96,,100.0,,-0.55,-6.54,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,3138.673,40.253,,,,3138.673,8.96,,100.0,,,,,14.012,0.04,,0.446,,,,,0.0,0.0,,0.0,
Saint Pierre and Miquelon,2021,SPM,5905.0,,,,,,0.0,0.0,0.0,,600.0,,,,,0.0,0.0,,,,,0.0,,0.05,8467.4,0.05,,0.967,0.003,58387.957,,,,8467.4,0.05,,,100.0,,,,,0.0,0.0,,,,,,0.0,,0.03,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,8467.4,0.05,,,,,,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,8467.4,0.345,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
United States Virgin Islands,2021,VIR,100100.0,,,,,,0.0,0.0,0.0,,636.364,,,,,0.0,0.0,,,,,0.0,,0.66,6593.407,0.66,,5.465,0.508,97972.117,,,,6393.606,0.64,,,96.97,,,,,0.0,0.0,,,,,,0.0,,0.42,,,,0.0,0.0,,0.0,,,,,199.8,0.02,,3.03,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,6393.606,0.64,,,,,,96.97,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,6593.407,9.807,,,,199.8,0.02,,3.03,,,,,199.8,0.02,,3.03,,,,,0.0,0.0,,0.0,
Saint Lucia,2021,LCA,179663.0,1515672448.0,,,,,0.0,0.0,0.0,,666.667,,,,,0.0,0.0,,,,,0.0,,0.39,2170.731,0.39,,6.409,0.147,13599.725,1.612,,,2170.731,0.39,,,100.0,,,,,0.0,0.0,,,,,,0.0,,0.26,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,2170.731,0.39,,,,,,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,2170.731,2.443,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Saint Kitts and Nevis,2021,KNA,47631.0,,,,,,0.0,0.0,0.0,,636.364,,,,,0.0,0.0,,,,,0.0,,0.22,4618.841,0.22,,6.326,0.059,20900.703,,,,4408.894,0.21,,,95.455,,,,,0.0,0.0,,,,,,0.0,,0.14,,,,0.0,0.0,,0.0,,,,,209.947,0.01,,4.545,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,4408.894,0.21,,,,,,95.455,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,4618.841,0.996,,,,209.947,0.01,,4.545,,,,,0.0,0.0,,0.0,,,,,209.947,0.01,,4.545,
Suriname,2021,SUR,612989.0,,,,,,16.314,0.01,0.478,,349.282,,,,,0.0,0.0,,,,,0.0,,2.09,3409.523,2.09,,0.622,0.077,20284.996,,,,1761.859,1.08,,,51.675,,,,,32.627,0.02,,,,,,0.957,,0.73,,,,1615.037,0.99,,47.368,,,,,1647.664,1.01,,48.325,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,1729.232,1.06,,,,,,50.718,,,0.01,0.0,,,16.314,0.0,,0.478,0.0,,3409.523,12.434,,,,1647.664,1.01,,48.325,,,,,16.314,0.01,,0.478,,,,,0.0,0.0,,0.0,
