country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_demand_per_capita,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Czechia,2021,CZE,10510748.0,334729445376.0,-2.991,-0.129,399.242,4.196,511.857,5.38,6.431,0.9,471.791,3.612,5.253,14336.543,150.688,3251.909,34.18,3.121,3.705,11649.581,122.446,40.856,32.308,72.58,6905.313,83.66,20.92,5.386,23.838,44374.195,1.393,6.556,21.802,4023.5,42.29,33712.715,354.346,50.55,75.974,7.174,6.071,90.694,695.479,7.31,8628.715,,,,,8.738,19.445,39.47,12.404,0.675,6.307,229.289,2.41,600.034,2.881,1.352,1.82,2.036,112.06,3935.971,41.37,10661.479,49.45,24.026,-11.08,-15.266,2.29,1.45,77.165,2923.674,30.73,7341.488,36.732,16.545,10.225,10.479,112.964,76.113,0.8,10747.457,,,,,0.956,24.22,17.187,5.38,0.0,3.28,0.546,511.857,0.0,1635.156,6.431,0.0,3.685,7959.472,466.406,0.855,0.586,34.896,1012.297,10.64,3319.991,12.718,7.482,-3.802,-0.244,5.632,214.067,2.25,535.8,2.689,1.207,-13.951,-0.262,1.574,57.084,0.6,149.758,0.717,0.337
Barbados,2021,BRB,281204.0,3061071872.0,,,,,0.0,0.0,0.0,,603.774,,,,,0.0,0.0,,,,,0.0,,1.06,3769.505,1.06,,6.901,0.418,23025.998,2.115,,,3485.014,0.98,,,92.453,,,,,71.123,0.02,,,,,,1.887,,0.64,,,,0.0,0.0,,0.0,,,,,284.491,0.08,,7.547,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,3413.892,0.96,,,,,,90.566,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,3769.505,6.475,,,,284.491,0.08,,7.547,,,,,284.491,0.08,,7.547,,,,,0.0,0.0,,0.0,
Cyprus,2021,CYP,1244193.0,32428679168.0,-13.804,-0.04,199.518,0.248,48.224,0.06,1.172,,564.453,196.055,0.318,385.759,0.48,0.0,0.0,,,,,0.0,,5.12,4115.117,5.12,17.927,5.518,1.561,23985.012,0.92,,,3488.205,4.34,,,84.766,,,,,0.0,0.0,,,,,,0.0,,2.89,,,,0.0,0.0,,0.0,,,,,626.912,0.78,,15.234,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,3.134,0.822,27.052,3488.205,4.34,21742.609,,,,,84.766,,0.191,0.06,0.0,-1.141,-0.002,48.224,0.0,153.787,1.172,0.0,,4115.117,29.842,,,,626.912,0.78,,15.234,,58.432,0.449,1.225,377.755,0.47,984.967,9.18,,2.525,0.014,0.645,200.933,0.25,518.371,4.883,
Cuba,2021,CUB,11256373.0,82687385600.0,,,,,38.201,0.43,2.406,,637.381,,,,,0.0,0.0,,,,,0.0,,17.87,1587.545,17.87,,2.067,2.104,9229.538,1.256,,,1513.809,17.04,,,95.355,,,,,140.365,1.58,,,,,,8.842,,11.39,,,,10.661,0.12,,0.672,,,,,73.736,0.83,,4.645,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1373.444,15.46,,,,,,86.514,,,0.43,0.0,,,38.201,0.0,,2.406,0.0,,1587.545,103.891,,,,73.736,0.83,,4.645,,,,,23.098,0.26,,1.455,,,,,1.777,0.02,,0.112,
Croatia,2021,HRV,4060139.0,96194363392.0,39.413,0.301,261.901,1.063,270.927,1.1,7.28,1.082,210.457,14.991,0.63,1189.703,4.83,359.594,1.46,,,,,9.662,4.913,19.07,4696.883,15.11,18.731,7.588,6.934,24213.969,1.022,2.161,1.461,1128.04,4.58,17013.49,69.077,30.311,70.263,-3.801,-1.116,28.252,763.521,3.1,6958.334,,,,,20.516,28.737,3.18,25.878,3.78,18.651,1756.098,7.13,4593.657,47.187,18.971,24.459,5.472,29.235,2593.507,10.53,7200.479,69.689,29.737,3.96,20.766,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.722,1.948,35.995,4.926,0.02,8865.453,,,,,0.132,36.613,3.736,1.19,0.09,10.961,0.377,293.093,22.167,920.17,7.876,0.596,3.8,3721.547,98.312,24.459,5.472,29.235,2593.507,10.53,7200.479,69.689,29.737,55.916,0.139,0.39,36.945,0.15,95.963,0.993,0.396,19.823,0.876,5.395,507.372,2.06,1328.788,13.633,5.488
Argentina,2021,ARG,45276788.0,812324159488.0,8.019,0.774,230.13,10.42,49.694,2.25,1.469,1.087,406.987,40.309,4.037,310.367,14.052,52.566,2.38,,,,,1.554,1.466,155.65,3437.744,153.15,17.366,10.19,88.634,21168.963,1.18,11.764,86.761,2339.83,105.94,18205.441,824.284,69.174,86.001,4.559,20.028,459.341,1986.227,89.93,10145.17,0.825,3.16,8527.216,386.085,58.72,47.925,62.33,-16.991,-10.751,51.412,433.997,19.65,1135.515,12.831,5.364,2.399,1.873,134.179,1042.698,47.21,2963.521,30.826,13.999,2.5,1.606,1.586,0.306,25.536,224.618,10.17,563.989,6.641,2.664,21.755,62.696,350.891,301.037,13.63,7749.905,11.408,44.752,9652.764,437.046,8.9,36.61,7.194,2.254,,2.462,0.173,49.775,,158.893,1.472,,0.751,3382.528,958.463,2.574,1.567,108.643,818.079,37.04,2399.532,24.185,11.335,63.842,2.233,5.764,48.59,2.2,127.296,1.437,0.601,37.478,9.138,33.853,285.798,12.94,747.699,8.449,3.532
Jordan,2021,JOR,11148288.0,96661340160.0,,,,,0.0,0.0,0.0,,540.262,,,,,0.0,0.0,,,,,0.0,,21.58,1935.723,21.36,,-4.781,-5.141,9183.148,1.059,,,1475.563,16.45,,,77.013,,,,,1392.142,15.52,,,,,,72.659,,11.54,,,,1.794,0.02,,0.094,,,,,440.426,4.91,,22.987,,0.22,1.019,,,,0.0,0.0,,0.0,,,,,83.421,0.93,,,,,,4.354,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1915.989,102.376,,,,440.426,4.91,,22.987,,,,,295.113,3.29,,15.403,,,,,143.52,1.6,,7.491,
Poland,2021,POL,38307724.0,1173809528832.0,2.411,0.286,316.756,12.134,210.401,8.06,4.508,0.991,756.866,10.606,50.742,13813.156,529.151,3330.138,127.57,4.53,21.191,12763.741,488.95,71.352,43.204,179.68,4690.438,178.79,15.272,7.507,85.524,31971.576,1.043,7.579,79.468,3869.455,148.23,29445.676,1127.997,82.907,92.1,6.215,13.092,223.738,412.972,15.82,5840.547,-1.133,-0.445,1013.967,38.843,8.848,18.268,135.32,10.425,0.558,6.121,61.084,2.34,159.782,1.309,0.5,6.557,6.056,96.761,797.75,30.56,2525.899,17.093,7.9,0.89,0.495,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.349,15.634,375.108,126.345,4.84,9791.975,,,,,2.707,30.627,25.733,8.06,0.0,-3.461,-0.923,210.401,0.0,671.75,4.508,0.0,2.101,4667.205,1224.758,6.557,6.056,96.761,797.75,30.56,2525.899,17.093,7.9,100.951,5.153,10.295,102.59,3.93,268.749,2.198,0.841,2.744,0.982,42.478,423.674,16.23,1108.861,9.078,3.468
Russia,2021,RUS,145102752.0,3809571241984.0,48.231,0.909,19.25,2.793,5.651,0.82,0.071,0.034,424.789,4.096,37.449,6558.683,951.683,1248.701,181.19,9.777,228.762,17701.148,2568.485,15.659,11.417,1135.73,7827.074,1157.07,15.139,3.174,256.386,57444.508,2.188,3.343,232.825,4923.683,714.44,49603.793,7197.647,61.746,86.351,1.904,80.611,4315.445,3582.841,519.88,29740.613,9.973,636.702,48387.562,7021.168,44.931,51.773,491.51,0.986,3.44,561.365,1478.469,214.53,3868.738,18.541,6.735,2.622,23.562,1137.71,3050.459,442.63,7840.718,38.254,13.649,-21.34,-1.879,3.0,14.273,558.415,1532.638,222.39,3848.41,19.22,6.699,6.321,114.765,1930.519,92.142,13.37,13304.497,2.748,167.607,43183.562,6266.054,1.156,23.161,2.324,0.819,,0.517,0.006,5.644,,16.014,0.071,,0.028,7974.142,8335.356,2.249,9.289,579.295,1517.821,220.24,3992.308,19.034,6.95,24.16,1.159,6.05,15.92,2.31,41.694,0.2,0.073,127.135,3.775,6.764,17.781,2.58,46.613,0.223,0.081
Reunion,2021,REU,966132.0,,,,,,248.413,0.24,7.767,,572.816,,,,,962.601,0.93,,,,,30.097,,3.09,3198.321,3.09,,,0.0,0.0,,,,2297.823,2.22,,,71.845,,,,,,,,,,,,,,1.77,,,,372.62,0.36,,11.65,,,,,900.498,0.87,,28.155,,0.0,0.0,,,,,,,,,,,,1335.221,1.29,,,,,,41.748,,,,,,,,,,,,,3198.321,0.0,,,,900.498,0.87,,28.155,,,,,279.465,0.27,,8.738,,,,,0.0,0.0,,0.0,
Algeria,2021,DZA,44177964.0,578853797888.0,,,,,0.0,0.0,0.0,,634.523,103.817,1.582,70.289,3.105,0.0,0.0,,,,,0.0,0.439,84.3,1908.191,85.45,12.095,9.05,58.729,16017.653,1.222,9.103,58.889,1919.283,84.79,15977.151,705.838,99.228,99.747,11.079,48.029,481.529,1910.907,84.42,10899.758,24.162,196.735,22884.285,1010.981,98.795,68.048,54.22,-81.25,-0.106,0.024,0.226,0.01,0.551,0.012,0.003,-7.881,-0.16,1.789,14.94,0.66,40.502,0.772,0.253,-1.15,-1.364,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.378,9.278,221.204,8.375,0.37,5007.104,0.998,6.687,15321.35,676.866,0.433,31.26,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1934.222,707.627,-7.881,-0.16,1.789,14.94,0.66,40.502,0.772,0.253,-3.066,-0.062,1.737,14.487,0.64,39.329,0.749,0.246,36.364,0.007,0.027,0.226,0.01,0.622,0.012,0.004
Qatar,2021,QAT,2688239.0,366245576704.0,,,,,52.079,0.14,0.27,,602.433,-61.809,-0.046,10.638,0.029,0.0,0.0,,,,,0.0,,51.79,19265.4,51.79,9.563,5.926,30.312,201562.766,1.479,5.931,30.314,19209.602,51.64,201395.5,541.399,99.71,,4.417,16.969,401.101,19209.602,51.64,149205.891,1.169,20.456,658350.688,1769.804,99.71,,31.2,,,,0.0,0.0,,0.0,,,,,55.799,0.15,,0.29,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,10.554,13.391,140.27,0.0,0.0,52178.977,-1.908,-16.013,306205.531,823.154,0.0,,0.428,0.14,0.0,-0.273,-0.001,52.079,0.0,159.146,0.27,0.0,,19265.4,541.849,,,,55.799,0.15,,0.29,,-0.273,-0.0,0.022,3.72,0.01,8.119,0.019,,,0.0,0.0,0.0,0.0,0.0,0.0,
Puerto Rico,2021,PRI,3256030.0,110191673344.0,,,,,3.071,0.01,0.053,,678.628,,,,,976.649,3.18,,,,,16.781,,18.95,5819.971,18.95,,12.127,8.514,24176.893,0.714,,,5669.48,18.46,,,97.414,,,,,1621.607,5.28,,,,,,27.863,,12.86,,,,15.356,0.05,,0.264,,,,,150.49,0.49,,2.586,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,3071.225,10.0,,,,,,52.77,,,0.01,0.0,,,3.071,0.0,,0.053,0.0,,5819.971,78.721,,,,150.49,0.49,,2.586,,,,,82.923,0.27,,1.425,,,,,49.14,0.16,,0.844,
Portugal,2021,PRT,10290109.0,277181300736.0,30.854,0.926,381.576,3.926,388.723,4.0,8.127,1.473,210.484,-65.428,-4.305,221.045,2.275,77.745,0.8,,,,,1.625,0.854,53.97,5244.843,49.22,23.087,0.468,1.242,25897.682,0.961,-1.838,-3.328,1718.155,17.68,17272.014,177.731,35.92,66.693,-3.738,-2.257,58.11,1513.104,15.57,5647.153,,,,,31.633,21.806,10.36,-1.449,-0.574,31.158,1157.422,11.91,3027.975,24.197,11.692,7.147,4.57,88.759,3065.079,31.54,8625.668,64.08,33.307,4.75,8.801,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.834,3.234,117.346,127.307,1.31,11403.814,,,,,2.662,44.034,13.239,4.18,0.18,4.413,0.589,406.215,17.493,1286.623,8.492,0.366,4.968,4783.234,266.49,7.147,4.57,88.759,3065.079,31.54,8625.668,64.08,33.307,30.402,1.348,5.854,217.685,2.24,568.889,4.551,2.197,7.456,2.281,34.581,1283.757,13.21,3360.605,26.839,12.976
Sweden,2021,SWE,10467095.0,481492434944.0,11.095,1.419,1357.162,14.206,1249.63,13.08,7.614,2.242,41.798,1.682,0.313,1808.049,18.925,0.955,0.01,,,,,0.006,2.987,146.21,13968.538,171.78,47.76,5.564,33.4,60540.156,1.316,8.453,13.777,292.345,3.06,16886.092,176.748,1.781,27.892,7.256,0.719,10.628,27.706,0.29,1015.396,,,,,0.169,1.677,7.18,2.086,3.251,193.095,7059.265,73.89,18447.85,43.014,30.472,4.973,19.623,456.931,16119.086,168.72,43654.055,98.219,72.108,-25.57,-17.489,7.657,9.005,132.993,5060.621,52.97,12705.79,30.836,20.987,9.479,12.745,147.195,263.683,2.76,14062.646,,,,,1.607,23.229,41.76,13.08,0.0,17.044,6.081,1249.63,0.0,3989.686,7.614,0.0,6.59,16411.43,633.68,3.915,10.618,323.938,11058.465,115.75,30948.266,67.383,51.12,45.604,1.225,3.943,146.172,1.53,376.736,0.891,0.622,-1.518,-1.358,70.934,2603.397,27.25,6776.835,15.863,11.194
Mexico,2021,MEX,126705136.0,1973140979712.0,-13.96,-0.412,20.036,2.539,47.354,6.0,1.818,0.117,461.727,-17.092,-11.365,435.075,55.126,106.941,13.55,-28.462,-15.202,301.577,38.211,4.106,2.533,329.04,2596.896,330.0,16.298,6.561,133.977,17172.896,1.103,5.486,100.28,1862.198,235.95,15217.729,1928.164,71.5,88.615,-0.657,-6.06,916.388,1495.283,189.46,7232.446,-9.718,-34.525,2531.292,320.728,57.412,42.115,152.37,29.459,20.414,90.844,275.206,34.87,716.968,10.567,4.175,15.643,33.697,247.73,742.275,94.05,1955.168,28.5,11.385,-0.96,-0.292,6.666,1.768,29.938,94.077,11.92,236.283,3.612,1.376,14.03,117.705,956.65,259.974,32.94,7550.208,1.46,16.141,8852.112,1121.608,9.982,43.966,16.42,6.106,,-12.888,-2.729,48.193,,129.59,1.85,,0.755,2604.472,2175.894,17.031,31.929,217.792,648.198,82.13,1718.885,24.888,10.009,27.528,11.255,52.844,159.346,20.19,417.059,6.118,2.429,6.963,3.401,55.146,166.292,21.07,435.232,6.385,2.534
United States,2021,USA,336997632.0,19099377729536.0,9.917,37.518,1233.954,415.839,160.98,54.25,1.306,1.602,398.532,14.894,380.713,8714.881,2936.894,2664.707,898.0,8.344,248.646,9580.508,3228.608,21.62,11.315,4192.93,12442.017,4153.62,17.883,5.419,1334.182,77023.773,1.359,6.185,1233.131,7455.215,2512.39,62819.816,21170.129,60.487,81.559,0.225,18.753,8364.249,4686.057,1579.19,24819.904,2.124,196.43,28025.594,9444.559,38.02,32.224,1655.35,-11.959,-91.208,651.455,731.37,246.47,1933.115,5.934,2.51,3.296,101.05,4786.699,4870.153,1641.23,14203.955,39.513,18.441,39.31,0.938,-1.296,-34.719,2060.685,2313.518,779.65,6114.834,18.77,7.939,9.227,833.665,9868.985,104.452,35.2,29285.029,0.364,30.236,24706.613,8326.07,0.847,38.021,224.519,72.49,18.24,-0.531,-1.475,215.105,54.125,666.234,1.745,0.439,0.865,12325.368,25956.828,6.454,135.769,2726.014,2556.635,861.58,8089.12,20.743,10.502,25.781,87.806,434.585,487.897,164.42,1289.579,3.958,1.674,11.913,103.127,999.615,1122.263,378.2,2966.237,9.105,3.851
Philippines,2021,PHL,113880336.0,943141683200.0,12.133,0.628,50.951,5.802,10.186,1.16,1.093,1.064,597.154,7.792,15.901,1931.528,219.963,544.87,62.05,,,,,58.472,40.322,106.12,931.855,106.12,20.885,6.181,31.757,4790.206,0.578,5.84,26.406,723.127,82.35,4202.107,478.537,77.601,87.723,-14.565,-5.597,32.831,164.032,18.68,288.297,,,,,17.603,6.018,63.37,27.561,5.151,24.163,80.699,9.19,212.175,8.66,4.429,9.079,5.352,66.973,208.728,23.77,588.099,22.399,12.277,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.681,16.102,225.743,14.225,1.62,1982.282,,,,,1.527,41.382,29.765,11.84,10.68,-4.626,-1.37,103.969,93.783,261.37,11.157,10.064,5.456,931.855,545.51,9.079,5.352,66.973,208.728,23.77,588.099,22.399,12.277,7.497,0.256,3.861,12.908,1.47,33.904,1.385,0.708,25.919,0.686,3.382,11.152,1.27,29.698,1.197,0.62
Peru,2021,PER,33715464.0,332691636224.0,16.337,0.768,162.297,5.472,17.203,0.58,1.022,1.671,249.428,31.098,1.849,231.17,7.794,4.449,0.15,,,,,0.264,2.381,56.81,1684.984,56.77,21.002,13.737,39.545,9710.914,0.984,18.032,35.099,643.028,21.68,6814.387,229.75,38.189,70.172,9.444,7.716,89.415,627.902,21.17,2652.049,-5.851,-7.727,3687.943,124.341,37.291,27.31,14.16,4.639,3.41,83.539,945.857,31.89,2477.772,56.174,25.515,5.958,4.445,97.658,1040.769,35.09,2896.528,61.811,29.828,0.04,0.07,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.863,25.535,132.541,10.678,0.36,3931.167,-2.952,-1.877,1829.961,61.698,0.634,40.482,1.554,0.58,0.0,13.586,0.186,17.203,0.0,46.104,1.022,0.0,0.475,1683.797,327.408,5.958,4.445,97.658,1040.769,35.09,2896.528,61.811,29.828,3.763,0.076,2.323,23.728,0.8,68.903,1.409,0.71,0.467,0.005,4.769,53.981,1.82,141.451,3.206,1.457
Paraguay,2021,PRY,6703802.0,64997638144.0,,,,,20.884,0.14,0.344,,24.318,,,,,0.0,0.0,,,,,0.0,,18.99,2832.721,40.71,,-13.561,-16.599,15782.273,1.628,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,,,,,0.0,,0.99,,,,6051.79,40.57,,99.656,,,,,6072.673,40.71,,100.0,,-21.72,-114.376,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,,0.14,0.0,,,20.884,0.0,,0.344,0.0,,6072.673,105.801,,,,6072.673,40.71,,100.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Papua New Guinea,2021,PNG,9949438.0,,,,,,1.005,0.01,0.216,,502.164,,,,,0.0,0.0,,,,,0.0,,4.62,464.348,4.62,,0.145,0.031,2123.498,,,,342.733,3.41,,,73.81,,,,,86.437,0.86,,,,,,18.615,,2.32,,,,80.407,0.8,,17.316,,,,,121.615,1.21,,26.19,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,256.296,2.55,,,,,,55.195,,,0.41,0.4,,,41.208,40.203,,8.874,8.658,,464.348,21.128,,,,121.615,1.21,,26.19,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
American Samoa,2021,ASM,45056.0,,,,,,0.0,0.0,0.0,,647.059,,,,,0.0,0.0,,,,,0.0,,0.17,3773.082,0.17,,15.329,0.212,35426.699,,,,3773.082,0.17,,,100.0,,,,,0.0,0.0,,,,,,0.0,,0.11,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,3773.082,0.17,,,,,,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,3773.082,1.596,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Panama,2021,PAN,4351264.0,85518147584.0,,,,,6.895,0.03,0.248,,161.85,,,,,114.909,0.5,,,,,4.129,,11.67,2681.979,12.11,,-0.779,-0.925,27067.068,1.377,,,602.124,2.62,,,21.635,,,,,365.411,1.59,,,,,,13.13,,1.96,,,,1916.684,8.34,,68.869,,,,,2180.975,9.49,,78.365,,-0.44,-3.77,,,,0.0,0.0,,0.0,,,,,121.804,0.53,,,,,,4.377,,,0.03,0.0,,,6.895,0.0,,0.248,0.0,,2783.099,117.776,,,,2180.975,9.49,,78.365,,,,,135.593,0.59,,4.872,,,,,121.804,0.53,,4.377,
Palestine,2021,PSE,5133393.0,23165411328.0,,,,,0.0,0.0,0.0,,516.854,,,,,0.0,0.0,,,,,0.0,,7.57,1474.658,0.89,,2.502,0.501,3999.195,0.886,,,134.414,0.69,,,77.528,,,,,0.0,0.0,,,,,,0.0,,0.46,,,,0.0,0.0,,0.0,,,,,38.961,0.2,,22.472,,6.68,88.243,,,,0.0,0.0,,0.0,,,,,134.414,0.69,,,,,,77.528,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,173.375,20.529,,,,38.961,0.2,,22.472,,,,,38.961,0.2,,22.472,,,,,0.0,0.0,,0.0,
Pakistan,2021,PAK,231402112.0,1278204968960.0,,,,,7.995,1.85,1.173,,480.751,10.461,19.013,867.586,200.761,125.885,29.13,7.9,3.916,231.17,53.493,18.475,18.524,158.17,683.529,157.67,15.953,10.906,106.574,4683.584,0.848,11.437,95.738,441.396,102.14,4031.101,932.805,64.781,86.069,9.068,37.323,448.92,236.688,54.77,1940.002,6.79,20.767,1411.5,326.624,34.737,41.421,75.8,-5.889,-6.546,98.472,144.986,33.55,425.544,21.279,9.086,8.519,10.836,150.986,239.972,55.53,652.483,35.219,13.931,0.5,0.316,64.346,15.341,39.409,68.02,15.74,170.303,9.983,3.636,16.167,39.402,283.124,78.824,18.24,1223.513,,,,,11.568,26.123,2.247,1.85,0.0,10.97,0.222,7.995,0.0,9.71,1.173,0.0,0.207,681.368,1083.791,-3.58,-4.505,111.577,171.952,39.79,482.18,25.236,10.295,1.076,0.013,1.878,5.445,1.26,8.114,0.799,0.173,25.627,1.806,8.981,13.526,3.13,38.812,1.985,0.829
Oman,2021,OMN,4520474.0,170025222144.0,,,,,0.0,0.0,0.0,,564.68,-12.837,-0.144,216.293,0.978,0.0,0.0,,,,,0.0,,41.28,9131.786,41.28,10.543,9.126,32.898,87023.781,2.314,8.67,31.218,9074.271,41.02,86559.195,391.289,99.37,,7.986,20.695,279.853,8751.295,39.56,61907.84,8.994,33.216,89043.664,402.52,95.833,,23.31,,,,0.0,0.0,,0.0,,,,,57.516,0.26,,0.63,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,10.689,10.666,110.458,322.975,1.46,24435.064,1.547,8.298,120467.336,544.569,3.537,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,9131.786,393.389,,,,57.516,0.26,,0.63,,1127.989,1.642,1.789,57.516,0.26,395.657,0.63,,14.162,0.038,0.312,0.0,0.0,68.924,0.0,
Norway,2021,NOR,5403021.0,467007995904.0,-4.474,-0.2,789.565,4.266,40.718,0.22,0.14,0.75,26.92,9.063,0.814,1811.97,9.79,7.403,0.04,,,,,0.025,1.722,139.55,25828.143,157.13,49.469,1.997,11.132,105215.008,1.217,1.077,1.676,198.037,1.07,29114.1,157.304,0.681,27.671,-4.447,-1.981,42.555,57.375,0.31,7876.072,2.488,27.799,211910.75,1144.958,0.197,7.486,4.23,1.682,4.846,374.953,26646.205,143.97,69396.938,91.625,65.957,2.601,9.456,411.175,28883.84,156.06,76100.898,99.319,72.329,-17.58,-12.598,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.784,2.843,104.959,133.259,0.72,19426.059,1.676,18.064,202877.516,1096.151,0.458,18.463,0.715,0.22,0.0,-6.547,-0.05,40.718,0.0,132.408,0.14,0.0,0.126,29081.879,568.479,2.601,9.456,411.175,28883.84,156.06,76100.898,99.319,72.329,28.565,0.099,0.45,20.359,0.11,83.235,0.07,0.079,18.727,4.761,30.791,2176.56,11.76,5698.762,7.484,5.416
Switzerland,2021,CHE,8691409.0,548098277376.0,-11.74,-0.243,210.386,1.829,110.454,0.96,1.521,0.613,37.084,1.093,0.011,118.252,1.028,0.0,0.0,,,,,0.0,0.345,65.51,7537.328,63.1,31.074,-3.405,-10.509,34296.211,0.544,2.308,3.156,197.897,1.72,16091.439,139.857,2.726,46.919,8.732,2.894,36.042,57.528,0.5,4146.815,,,,,0.792,12.091,2.34,-2.386,-2.699,95.691,4252.475,36.96,11009.783,58.574,32.102,-7.926,-13.664,158.225,7062.146,61.38,18204.77,97.274,53.081,2.41,3.679,-19.4,-11.411,46.528,2227.487,19.36,5353.327,30.681,15.609,0.244,0.25,102.788,140.368,1.22,11826.373,,,,,1.933,34.483,6.362,2.07,1.11,1.27,0.08,238.166,127.712,731.994,3.281,1.759,2.134,7260.042,298.082,-1.964,-2.253,111.697,4834.659,42.02,12851.443,66.593,37.472,9.35,0.611,7.437,326.759,2.84,855.626,4.501,2.495,0.0,-0.001,0.379,17.258,0.15,43.654,0.238,0.127
Uruguay,2021,URY,3426265.0,65848856576.0,,,,,814.298,2.79,17.448,,150.719,,,,,0.0,0.0,,,,,0.0,,13.2,3852.592,15.99,,3.802,2.299,18316.926,0.953,,,717.983,2.46,,,15.385,,,,,2.919,0.01,,,,,,0.063,,2.41,,,,1538.118,5.27,,32.958,,,,,3948.906,13.53,,84.615,,-2.79,-21.136,,,,0.0,0.0,,0.0,,,,,715.064,2.45,,,,,,15.322,,,2.79,0.0,,,814.298,0.0,,17.448,0.0,,4666.889,62.759,,,,3948.906,13.53,,84.615,,,,,140.094,0.48,,3.002,,,,,1456.396,4.99,,31.207,
